题目,朝代,作者,内容
己巳春日杂诗（录十六首） 其七 过童年故居,近现代末当代初,田遨,道路依稀认旧村，数间破屋闭重门。老槐有意筛斜照，筛碎荒阶旧梦痕。
己巳春日杂诗（录十六首） 其八 独立,近现代末当代初,田遨,枉说身如不系舟，黄埃眯眼只生愁。会当独立银河畔，摆脱尘缘看地球。
己巳春日杂诗（录十六首） 其九 题徐志摩画像,近现代末当代初,田遨,康桥月色记依稀，西子湖光照袷衣。画出平生潇洒意，诗人到死挟诗飞。
己巳春日杂诗（录十六首） 其十 邻家,近现代末当代初,田遨,京华云暗夜风寒，消息传来愁暗添。畏乱心情随处是，邻家争买米油盐。
己巳春日杂诗（录十六首） 其十一,近现代末当代初,田遨,情天恨海放翁词，唱出人生缺陷悲。凑合自多老夫妇，一生厮守有谁知。
己巳春日杂诗（录十六首） 其十二 四月灯下,近现代末当代初,田遨,忧天心事有谁同，巷议街谈验世风。欲杜乱萌应早记，莫教风雨泣残红。
己巳春日杂诗（录十六首） 其十三,近现代末当代初,田遨,不贪不吝但凭心，我为凭心误到今。一染书痴痴到骨，老犍相对坐弹琴。
己巳春日杂诗（录十六首） 其十四 默写,近现代末当代初,田遨,不曾廊庙不江湖，未摘骊龙颔下珠。时一冥心寻自我，悠悠默写海天图。
己巳春日杂诗（录十六首） 其十五,近现代末当代初,田遨,羚羊挂角迹难寻，岩壑无人偶一吟。数载疑团今始解，祇应云外證清音。
己巳春日杂诗（录十六首） 其十六,近现代末当代初,田遨,筹款艰难费九牛，而今挪用自优游。人间莫怪黄金少，尽被仙人铸作楼。
黄昏 其一,近现代末当代初,田遨,夕阳冉冉近黄昏，暮色苍然失远村。缕缕残霞明转暗，一天此际最消魂。
黄昏 其二,近现代末当代初,田遨,满天风雨易黄昏，深巷人家早闭门。明日出门天霁否？楼头小立望烟痕。
黄昏 其三,近现代末当代初,田遨,双双儿女倚凉亭，坐看朦胧烟树青。目语眉挑都不见，更多情话用心听。
黄昏 其四,近现代末当代初,田遨,车上高原望夕阳，晚来幽怨转苍凉。诗中自有黄昏美，梦境迷离唱晚唐。
漫兴,近现代末当代初,田遨,北国南来月乍弧，年年惯是一身孤。文章八九投秦火，风雨三千感客途。楼下花车知嫁娶，街头菜价见乘除。自知拙钝无他技，白发寒灯且著书。
四月九日游太湖，湖上作,近现代末当代初,田遨,这回六度到鼋头，万顷烟波一望收。山色翠迎芳草路，花光红上夕阳楼。不因人热梁溪客，动与天随笠泽舟。濯足濯缨还自问，可堪击水向中流。
登泰山（录二首） 其一,近现代末当代初,田遨,一家来仰泰山尊，分手相期候一门。觅向天街纷笠屐，回看尘世莽乾坤。两千年碣云俱冷，十八盘头雾又昏。一日小游成聚散，人间何处不销魂。
登泰山（录二首） 其二,近现代末当代初,田遨,陡觉苍茫百感生，名山事业竟无成。一心报国终投老，此次登高正晚晴。心旷自看天下小，神游常盼大河清。无穷世事无穷愿，也似山泉日夜鸣。
年终算帐，漫成一律,近现代末当代初,田遨,飞蚨盈万到吟窝，到了年终剩几何？穷有一椽堪鼾睡，富夸万卷尚胸罗。任他聚散千金贱，依旧清寒两鬓皤。差喜平生食贫惯，不愁物价涨痕多。
何济翔先生座上得“高吟风雨”一联，赏甚工切，归舍后足成之,近现代末当代初,田遨,何家小院尽清幽，三五良朋笑语稠。虾菜深杯寻薄醉，琴书劫火话前由。高吟风雨三间屋，狂说烟霞万古楼。携得诗笺归去也，夜窗灯火足清讴。
友人为画“红雨轩爬子图”自题 其一,近现代末当代初,田遨,画中我何似，大似抱窝鸡。未必卵金蛋，不辞啄冻泥。鹏抟驰想像，凤德待来栖。雌伏君休笑，胸藏万丈霓。
友人为画“红雨轩爬子图”自题 其二,近现代末当代初,田遨,煮字疗饥否，无言酒自斟。牵缠真似茧，樗散不堪琴。风雨无端梦，江湖未了心。明朝看花去，预问是睛阴。
白玉兰 其一 和琴翁,近现代末当代初,田遨,冠冕群花独出墙，选家相选意深长。天然文字真高格，绝代容华总淡妆。玉笔朝天天作纸，银灯照夜夜生香。信知花品关人品，欲唤冰姿共一觞。
白玉兰 其二 和琴翁,近现代末当代初,田遨,花倚东风人倚栏，相看端不怯春寒。未延月色明如许，伸向天光意自宽。舞榭早知清唱好，画家也觉白描难。信知文事花能解，欲挹清芬到笔端。
白玉兰 其三 和琴翁,近现代末当代初,田遨,曾住愚园花映门，幽居恰似市兼村。濛濛香雾人如玉，脉脉春光梦有痕。过眼韶华随逝水，断肠风雨易黄昏。信知聚散关花事，多少悲欢莫细论。
白玉兰 其四 和琴翁,近现代末当代初,田遨,宛然佛焰吐银缸，朵朵流光照绿窗。大块文章谁第一？市花品调自无双。预知明日春如海，且喜今宵月满江。花事也应关国运，兴来击节试新腔。
题《鹁鸽峰图》 1992年元月,近现代末当代初,田遨,鸽岭烟光入画中，丰碑矗处仰英风。楸梧石马威灵在，荆棘铜驼帝业空。主战频挥忧国泪，维新难奏补天功。由来前进多艰险，把酒低回一酹公。
读报感事 其一 一次会上，杨冷老出题命诗，次日奉寄,近现代末当代初,田遨,猎猎红旗七十年，一朝风雪竟迷天。长城自坏谁家罪？野火频烧几处烟。饮酖那能充妙药，拜金未必重人权。变中有变终难了，多少风霾到眼前。
读报感事 其二 一次会上，杨冷老出题命诗，次日奉寄,近现代末当代初,田遨,惊说雄邦乱一团，黄梁未熟已丢官。版图破碎分兵急，物价扶摇吃饭难。化国为私成畛域，向人学步失邯郸。浮云西北谁能料，明日阴睛拭目看。
秦国《国风吟苑》诗刊主编王诚以论诗七绝征和，因步韵 其一,近现代末当代初,田遨,诗通禅理入非非，时复拈花香满衣。一片灵机瑩彻处，月光如水照心扉。
秦国《国风吟苑》诗刊主编王诚以论诗七绝征和，因步韵 其二,近现代末当代初,田遨,此情此语喜相符，妙写人天事万殊。莫怪诗人偏爱美，美中真假不含糊。
秦国《国风吟苑》诗刊主编王诚以论诗七绝征和，因步韵 其三,近现代末当代初,田遨,月下爱看梅影斜，还看岚气似笼纱。鲜明不废朦胧美，梦里华胥便是家。
秦国《国风吟苑》诗刊主编王诚以论诗七绝征和，因步韵 其四,近现代末当代初,田遨,好诗何患少知音，伪体流传诗道沉。但愿风云通指顾，松筠不改岁寒心。
秦国《国风吟苑》诗刊主编王诚以论诗七绝征和，因步韵 其五,近现代末当代初,田遨,欲上昆仑一振衣，伟词独铸扫因依。江山如画增狂想，自有诗情壮欲飞。
秦国《国风吟苑》诗刊主编王诚以论诗七绝征和，因步韵 其六,近现代末当代初,田遨,悲歌天宝感苍黄，更有骚音溯远湘。爱国诗篇垂万古，诗怀磊落笔堂堂。
秦国《国风吟苑》诗刊主编王诚以论诗七绝征和，因步韵 其七,近现代末当代初,田遨,诗如天籁发清商，隽永清新兴未央。情系云天心在水，诗乡深处即仙乡。
意有未尽 其一 再步韵,近现代末当代初,田遨,台阁唱酬诗道非，又怜寒瘦叹无衣。富痴总逊穷生慧，持较朱门与白扉。
意有未尽 其二 再步韵,近现代末当代初,田遨,汉字音符兼义符，形成格律美中殊。最能抒写心灵美，心似明窗纸不糊。
意有未尽 其三 再步韵,近现代末当代初,田遨,或如壮士守褒斜，或似西施自浣纱。笔挟风霜针线密，能臻此境是方家。
意有未尽 其四 再步韵,近现代末当代初,田遨,知他鲎豰不成音，才欲转喉声已沉。扭曲诗行还凑句，不知何处著诗心。
意有未尽 其五 再步韵,近现代末当代初,田遨,谁能妙手制天衣，总觉阳秋失所依。我道打油兼雅调，不妨展翼各争飞。
意有未尽 其六 再步韵,近现代末当代初,田遨,泛论杨陆与苏黄，更把诗风向粤湘。纵少峥嵘唐气象，清深细密亦升堂。
意有未尽 其七 再步韵,近现代末当代初,田遨,何处寻诗可细商，诗情宛在水中央。此情超越时空处，四海风烟绕梦乡。
仍有馀意，三步前韵 其一,近现代末当代初,田遨,诗无达诂是耶非，风马云车芰作衣。写到神光离合处，群龙跃水破天扉。
仍有馀意，三步前韵 其二,近现代末当代初,田遨,诗家也自有阴符，触动心兵意自殊。老杜雪莱能预见，洞穿多少锦漫糊。
仍有馀意，三步前韵 其三,近现代末当代初,田遨,诗佛诗仙路不斜，玉溪绮丽似堆纱。三唐各有新风格，不似明贤忘自家。
仍有馀意，三步前韵 其四,近现代末当代初,田遨,掇拾方言与土音，混淆韵律乱升沈。创新贵质非形式，大巧能传现代心。
仍有馀意，三步前韵 其五,近现代末当代初,田遨,挦扯前人自缀衣，西昆纵好失凭依。不如径作嬉春体，铁笛一声孤鹤飞。
仍有馀意，三步前韵 郁达夫 其一 柳亚子,近现代末当代初,田遨,三径陶潜看菊黄，滋兰屈子怨清湘。好诗自好无今古，联袂同登郁柳堂。
仍有馀意，三步前韵 其六,近现代末当代初,田遨,端阳雅集早相商，蒲酒联吟乐未央。隔海相逢成一笑，当年尔我共山乡。
四步前韵，专论清诗，因韵脚关系，诗人时代前后，不复诠次 舒铁云 其五 王仲瞿,近现代末当代初,田遨,门户殊难定是非，百家各整百家衣。江河切莫讥瓶水，万古烟霞自有扉。
四步前韵，专论清诗，因韵脚关系，诗人时代前后，不复诠次 朱竹垞 其六 王渔洋,近现代末当代初,田遨,定评确与实相符，爱好贪多格调殊。诗内无人偶成画，不嫌云水半模糊。
四步前韵，专论清诗，因韵脚关系，诗人时代前后，不复诠次 钱箨石 其七 袁随园,近现代末当代初,田遨,或习淫哇趋向斜，或矜官气重乌纱。末流不必矜新异，箨石仓山是旧家。
四步前韵，专论清诗，因韵脚关系，诗人时代前后，不复诠次 顾亭林 吴梅村 其四 龚定庵,近现代末当代初,田遨,孝陵哀祭有唐音，仕隐低回感陆沉。后世谁为疏凿手，请听剑胆与琴心。
四步前韵，专论清诗，因韵脚关系，诗人时代前后，不复诠次 黄仲则 其一 洪稚存,近现代末当代初,田遨,都门恨未剪寒衣，除却江东无所依。两鸟翱翔天不许，只能哀叫不能飞。
四步前韵，专论清诗，因韵脚关系，诗人时代前后，不复诠次 丘仙根 黄公度 其二 康长素,近现代末当代初,田遨,仓海名齐人境黄，粤闽风气压湖湘。神州板荡诗偏健，风雨龙吟万木堂。
四步前韵，专论清诗，因韵脚关系，诗人时代前后，不复诠次 其三 曾涤生与同光派,近现代末当代初,田遨,或倡革命谱宫商，或煽同光唱未央。成败殊难凭一语，不应浸润罪湘乡。
题梓翁叠石图,近现代末当代初,田遨,叠叠石，石叠叠。石无数，叠不歇。石有骨峥嵘，叠有情切切。石石听号令，叠叠真奇绝。叠出数卷书，石石是章节。叠出百假山，石石是岩壑。叠出千情态，石石是心血。是否可补天？问石石不说。
挟山篇,近现代末当代初,田遨,五岳起方寸，袖中有东海。唐句与宋句，磊落垂千载。诗人兴所到，句句须悬解。胡为曲解诗，字面生疑骇。不见古诗人，奇想惊真宰。裂月还掣霆，人高说山矮。酒杯泻海波，拳石生烟霭。知常不知变，论诗良可慨。可挟飞来峰，掷向瀛洲卖。可挽银河水，直下雪山界。力可负山趋，笔可驱灵怪。精神超越处，须弥纳纤芥。或谓此狂语，庶可稍宽贷。不同写实诗，失实勿乃殆。吾且退言实，实中虚相赖。实不滞于物，方是诗风概。胸中有丘壑，携去堆青黛。手中有园图，携去添松籁。如此解挟山，谅亦非褦襶。论诗有别趣，合下沧浪拜。诗不涉理路，义不为辞害。无理有至理，自有解人在。孟子说理文，与诗了无碍。反用孟子语，亦可破险隘。何况太湖石，携向重洋外。植石造明轩，得遂挟山快。虚实俱有根，不是掉书袋。呜乎诗道大，胸襟宜豪迈。贴切与空灵，兼之始可爱。且酌吸月杯，莫吃胶牙菜。
友人画《桃花扇》故事，植农兄嘱题,近现代末当代初,田遨,回首南明梦已遥，惊才绝艳两飘萧。爱情泪与兴亡泪，并作秦淮夜夜潮。
梦游太湖，时五十初度，在牛棚 此系旧作，写小纸片上，捡出抄录,近现代末当代初,田遨,梦中忽到旧苔矶，寥阔湖天一振衣。放眼三万六千顷，回头四十九年非。山川草木还相媚，牛鬼蛇神与世违。知命之年难知命，眼前徒见乱花飞。
书斋三咏 其一,近现代末当代初,田遨,我有数幅画，差可光蓬荜。宋明及近贤，写意兼工笔。或写十二楼，仙山迎海日。或写采芝翁，春风吐茧栗。数画自珍藏，重如金千镒。偶有佳客来，始出封题密。有客指数画，赝者三之一。有客不谓然，说赝殊难必。而我却澹然，不以患得失。赝古亦何妨，虽赝存古质。所恨是赝今，弄假乱名实。安得有慧眼，一望辨凫乙。
书斋三咏 其二,近现代末当代初,田遨,我有万卷书，现存不及半。没收到发还，好书多失散。整旧兼购新，珍本尚一见。线装与精装，罗列盈几案。老来书伴我，昵于黄昏恋。寝馈于其间，浩如倚银汉。有时抱书眠，似闻书浩叹。自言遭劫时，人书同获谴。堆置破墙角，鼠迹蜗涎乱。不料智慧珠，竟同泥沙贱。主人厚爱我，理应同忧患。请看暴发户，何曾亲笔砚。
书斋三咏 其三,近现代末当代初,田遨,我有十方砚，可作案头供。大小形制殊，佳者色如冻。磨墨乌云飞，濡笔涛声送。文情括海岳，辞采舞鸾凤。斯时策砚功，封为石供奉。默默砚不受，似嫌我嘲弄。古封即墨侯，万石相伯仲。时移价自殊，虚名亦何用？钢笔代毛笔，砚田无人种。失去好风光，谁复相歌颂。惟我与主人，情义还相重。愿订金石交，共做名山梦。
仙扃,近现代末当代初,田遨,白云红叶护仙扃，小院回廊昼掩厅。久卧烟霞花黯黯，饱经风雨树青青。十年寻梦心先许，两地传诗韵可听。顽健欲陪冶春去，斜阳犹恋好园亭。
