题目,朝代,作者,内容
减字木兰花,近现代末当代初,赵尊岳,征帆目送。从此一春无好梦。驻马谁家。刬地东风是处花。黄昏易过。吹彻玉笙愁入破。有恨难忘。那更楼高近夕阳。嘶骢曾住。花外系人心眼处。落尽红英。风雨声中昨夜情。归期未稳。数尽番风余别恨。一自春前。琴为嫞弹祇惯眠。红芳满路。最忆年事行乐处。不分东风。花信更番荏苒中。愁来欲遍。比似行春腰脚健。薄暖轻凉。天气浑如意短长。
菩萨蛮,近现代末当代初,赵尊岳,低徊南浦垂杨路。绿阴前度分携处。再见若无缘。月华休更圆。心随流水去。泪作黄昏雨。泪雨尚多情。月圆愁煞人。愔愔画阁双双燕。柳昏花暝常相见。相见隔帘波。隔帘春几多。帘波风约住。莫放韶光去。日暮碧云天。相思年复年。尊回听彻娇莺语。狂花俊煞天魔舞。锦罽画堂西。绿椒新壁泥。人愁春易老。春似人长好。香雾湿菭衣。绿肥红未稀。瓶花弄色三分吐。笼莺学舌无多语。窗影度迟迟。绿杨春几枝。屏山幽梦浅。不似吴云远。云外有高楼。相思楼上头。华琚瑶碧香罗雪。雕阑倚遍桐阴月。辛苦伫归人。璇玑图未成。幽怀何处在。钿约长留待。一角小楼红。度箫无奈风。春寒浅浅荼䕷雪。玉奴妆镜羞明月。月也妒春容。画阑回脸红。春城喧笛鼓。何处无歌舞。舞罢怯余寒。为谁腰带宽。东风款梦屏山曲。天涯望极蘼芜绿。尽意托鹍弦。难将心绪传。小红春唱慢。筝柱移银雁。占断艳阳时。流云歌外低。阑深影贮梨花白。番风不送归来客。容易得相逢。绣帏香梦中。鱼笺疏远信。怕说归期近。却忆别离时。斜门眉月低。一春长是思量苦。思量博得人知否。灰不尽相思。除非金鸭知。春深肠断处。花落春归路。已是绿阴时。好春侬负伊。
阮郎归,近现代末当代初,赵尊岳,柳昏花暝雨廉纤。烟颦怯翠奁。闷人天气暖寒兼。炉香嫞自添。风乍峭，日长厌。春魂荡绣帘。帘深犹凝伫新蟾。斜红恋画檐。花蹊春服纤蝉纱。轻红衬浅霞。余寒犹妒鬓边雅。残阳不肯斜。占好景，惜芳华。番风数惯差。楝花开后更无花。萧条燕子家。兰房妆罢晚晴初。风流谁得如。凝颦嫞展寄来书。八行无那疏。怜梦远，惜吟孤。春云自卷舒。那堪云散约长虚。约虚何似无。一秋心事冷吴霜。月移更漏长。带围宽尽沈东阳。无愁可有乡。山黛绿，钿花黄。相思不尽狂。狂余却忆旧凄凉。萦回寸寸肠。春城长忆旧歌钟。花前琥珀浓。碧阑干外露华浓。灯痕晕靥红。翻舞曲，展颦容。柔情薄醉中。醉余欢事几时重。频番廿四风。
浣溪沙,近现代末当代初,赵尊岳,缟袂扶将醉倚梅。幺禽啼彻梦频催。梦回犹自恋深杯。拗铁为枝新样巧，镌琼作骨化工才。月移疏影上窗来。晓翠屏山六扇开。璚云依约护芳梅。梦中花路似肠回。疏影暗香翻艳曲，吟笺赋笔费清才。红罗亭畔约重来。十二阑干似碧城。千条弱柳解将迎。殢人烟景况清明。绣幂鸳鸯偏弄色，玉笼鹦鹉自呼名。凭谁诉与此时情。十里妍风试玉鞭。画楼西畔驻香鞯。绿阴佳处夕阳天。细草织茵缠锦道，落花霏雪缀琼筵。游春须不羡游仙。懊恨当楼一抹山。为谁空翠约轻寒。杜鹃声里日长闲。芳约总随幽梦远，倦云莫误锦书还。半灰心字惜香残。为爱春晴不掩关。碧桃门巷柳阴閒。惜花长自怕花残。画阁峭寒鹦未睡，绣帘深下燕初还。四条弦子诉愁难。酒不消愁懒更沽。东君怪底费工夫。花如渲染柳如梳。门映笑桃前度护，梁栖海燕旧时卢。年芳得似梦痕无。芳树移阴昼浅长。游蜂未减一春狂。玉珰消息误檀郎。秦月总虚箫凤约，楚风不度袖罗香。残寒依约早秋凉。无雨无花也闭门。梦余寻遍梦中痕。声声杜宇忆王孙。往事金炉消翠缕，新愁罗幕罥黄昏。天涯芳草黯吟魂。暖入莺吭醉眼醒。梦回犹凭枕檀听。小屏山作雨余青。娇靥杏花窥画阁，香巢乳燕认池亭。清明过也足春情。翠罨凉阴晚放舟。莲娃妆面怕花羞。便将秋泛作春游。祇有鸳鸯无别恨，肯教鸥鹭占清流。小红桥下碧矶头。笃耨嫞烧镇日闲。钿钗残梦落花间。屏山犹学旧烟鬟。倚袖暗惊寒料峭，映帘生怕月环弯。柳丝难系坠时欢。百蝶能消六幅裙。梦魂辛苦唤真真。镜屏前度恨犹新。怨极只拌金谷酒，情多谁似玉楼人。好花开处不芳春。帘幕风微莫雨收。夕阳西下碧云留。一声长笛十分秋。金鸭无温罗袖薄，最先凉是最高楼。辞巢双燕有离愁。不信高楼百尺危。凤箫端合倚云吹。断肠空有梦魂飞。月浅可能知别愁，灯昏暂许诉心期。金风玉露似年时。开到将离蝶恋香。远山禁得几秋藏。生憎小玉劝持觞。银雁费声筝柱短，彩鸾延伫眼波长。峭风吹絮缀钗梁。特地明妆俊似仙。杏花天气月初弦。脸红眉翠映琼筵。禁得暗香萦舞罢，可无幽恨殢尊前。莲花婀娜赚人怜。记浣红薇序玉台。纹窗网户旧曾来。一弯眉月似秦淮。宝瑟清弦离恨谱，轻罗小扇合欢裁。错疑飞梦到天台。酒罢华灯未肯收。绪风珠露暗凝秋。笛声惊起夜眠鸥。欲托微波增怅望，惯吟佳句怯新愁。碧云深处是朱楼。沈醉东风第几回。清歌宛宛亦仙才。好春珍重碧桃开。月乍笼云疑暂别，柳将飞絮约重来。余情得似最深杯。
六幺令,近现代末当代初,赵尊岳,柳眠花亸，绿意暗芳阁。画屏远山眉蹙，巧向晚妆学。已忍残寒料峭，那更愁边觉。带宽围匝。琵琶曲怨，苦忆檀痕旧谁掐。别恨凭谁诉与，影问惟形答。怕见华月团圞，绣幕耽银押。兰夜苕苕玉漏，底事流光霎。泪珠销蜡。青鸾无信，几盼佳期误张角。柳条初展，阑畔晚风息。日迟暖熏芳草，草亸玉阶碧。叶样眉妆巧缀，扫黛安檀的。暂来歌席。遏云一曲，绛爉烧残赋狂客。银汉西流月上，絮絮鳞云拆。别后孤负闲庭，夜合花堪摘。比似阳关更苦，怕听宁歌笛。梦余岑寂。欢悰逝水，总付明朝醉时忆。宝钿琼佩，晚镜靓妆束。回眸桃靥红晕，越恁娇娆足。烟约湘裙浅翠，步步香风逐。鬓轻蛾绿。尊前小立，为唱韩娥驻云曲。一向低鬟亸裒，软语偎红烛。生怕莲漏忽忽，晓梦流莺促。珍重云屏半摺，曾是欹香玉。旧欢重续。麝熏褥绣，看取金鸳也双宿。
更漏子,近现代末当代初,赵尊岳,暖烟稠，芳草遍。帘卷绿阴深院。莺款语，燕嫞飞。还疑春未归。短长愁，深浅意。都付一年花事。才薄暖，似新凉。销香昼渐长。海棠眠，蝴蝶醉。帘外落英刬地。偷晕浅，学颦轻。如眉杨柳青。鸟惊心，花溅泪。争识个侬芳意。催暗绿，妒残红。疏棂料峭风。碧阴圆，娇燕小。画阁不堪重到。愁暂遣，泪初晴。啼鹃声复声。恨时少，欢事少。梦肯留人长好。鸾柱涩，雁书迟。相逢知几时。梦寻难，人去远。帘为恨春迟卷。梨雨后，杏花嫞。半庭香雪浓。靥红残，鬟翠重。依约梦中相送。催暝色，入离愁。相思云外楼。血啼鹃，丝织柳。愁绝问伊知否。传笑语，逗娇颦。梦中无限春。恨如烟，身似客。忍说有花须折。狂杜牧，瘦东阳。萦回百结肠。意中人，笺上字。消受别离滋味。如梦里，忆年时。柔肠说与知。絮风愁，花月怨。何日玉台重见。情不尽，恨难禁。烧残红烛心。
御街行,近现代末当代初,赵尊岳,琼枝倚立凝香露。如怨韶光暮。晓莺惊觉玉楼人，一抹翠阴笼树。镜奁愁照，绣帷嫞卷，苦忆关情处。柔丝不系东风住。一霎成歧路。映花门巷梦魂中，恰似玉骢轻去。清明过却，将离开遍，惆怅佳期误。新萍总是风中絮。迢递横塘路。画船回首碧云西，约略茜纱朱户。一奁明镜，数声柔橹，又过长亭树。流云不作无情去。却作留人雨。绿波总是接天涯，春色几分能驻。骊歌易阕，鸾肠禁续，掩袂伤离处。
浪淘沙,近现代末当代初,赵尊岳,丝柳拂银塘。摇曳烟光。梦魂依约旧潇湘。莺语似含清瑟怨，空诉残阳。波路九回肠。山作眉妆。罗衣犹惹去年香。苦恨东风花落后，一例能狂。飞燕蹴香红。小立芳丛。韶华锦样去年同。祇有芳心嫞不展，寸碧春空。相见几时重。犹记初逢。隔花烟语小窗中。百计无聊从别后，孤负番风。容易梦游仙。锦瑟冰弦。沈香亭北醉青莲。冉冉香云腾宝鸭，璧月琼筵。一向换华年。醒眼愁边。啼莺犹似劝觥船。打叠新欢成旧恨，楝子风前。画阁绮筵张。有恨须忘。窥人小燕在雕梁。记取春秾花亸处，纤手传觞。余事付荒唐。消得回肠。晚来云淡露华凉。月到圆时人意好，端的思量。
诉衷情,近现代末当代初,赵尊岳,珍珠手卷暗香来。帘外几枝梅。镜奁春意先暖，含萼未全开。扶缟袂，下瑶台。费诗才。那堪愁里，莫惜花前，吟绕千回。春青剪叶妒妆眉。风流些子儿。折花嫞理双袖，芳意总相宜。闲体态，倦腰肢。自寻思。杏花藏笑，杨柳含颦，得似心期。柳塘波绿漾残红。此景别时同。别愁长是千里，无赖又东风。花艳艳，月胧胧。旧情浓。那堪回首，梦怯啼莺，望极征鸿。蘋风荻雪作深秋。极目水东头。寒云弄影天末，年事逐云流。波宛宛，梦悠悠。合成愁。玉容安否，筝尘画阁，笛语高楼。红灯翠袖映娇娆。微酲晕粉消。珠歌一串尘簌，歌外驻云遥。萦洛浦，度湘皋。梦迢迢。芳时弹指，满目青山，何处蓝桥。金鸳绣蹙藕丝裙。浓香草眼熏。花蹊步拾兰翠，楼阁未黄昏。纤屐齿，印苔痕。怯心魂。娉婷自惜，红粉青娥，见说如云。软风摇漾郁金裙。香罗更麝熏。双鸾浅移娇步，犹自惜苔纹。搴带草，撷书芸。最思君。忽忽芳节，脉脉幽怀，付与行云。暖风迟日敞琼筵。彩袖拨湘弦。飞花掠鬓回袖，芳物媚韶年。香雾重，紫霞鲜。艳阳天。扶酲归去，花碍罗衣，柳拂丝鞭。
点绛唇,近现代末当代初,赵尊岳,双燕来时，落红门巷浑如旧。最怜人瘦。忍折风前柳。锦瑟无端，谁共心魂守。分携后。梦痕消酒。和泪盈双袖。兰夜华灯，麝薰一缕肠千折。自从离别。此际真愁绝。花近窗前，云掩窗前月。圆还缺。落花时节。旧恨凭谁说。花落花开，妒花风里春如寄。不成芳意。倦倚屏山翠。偶忆年时，罗袖沾新泪。愁无计。为谁拌醉。醉也和愁睡。春近阑干，淡黄杨柳抽新缕。旧情何许。莫放游丝去。极目南云，迢递钿车路。留难住。片风丝雨。苦忆伤离处。开到将离，谢娘池馆春先老。玉骢芳草。烟景无多好。杜宇声中，忍见春归了。云涯渺。贮愁多少。珍重眉痕小。
少年游,近现代末当代初,赵尊岳,茜纱窗外，微云丝雨，春意逗芳红。飞来燕子，关情底事，软语诉东风。星期月约，年年虚度，容易梦中逢。游丝千缕，横波一霎，何似莫忽忽。螺鬟高耸，蝉钗倦亸，眉叶翠初匀。帘波浅约，屏风轻叠，赪脸晕娇颦。蓦然相见，惺忪薄困，依约画中人。别后情怀，梦余滋味，惆怅隔年春。秋阴院落，侧寒天气，帘下乍相逢。人家深巷，兽镮微动，丝雨寂寥中。横波无那，凝情欲伫，珍重意千里。遍写乌丝，谁传鱼素，除是梦魂中。碧梧清夜，桃笙荐爽，楼上月华明。阑干倚遍，微云弄影，枨触别离情。锦书难寄，罗衣空换，孤负雁南征。别时能得几叮咛。无数短长亭。平沙岸曲，垂虹桥下，双桨划清流。云山未改，烟波无恙，不似去年秋。去年近日，茜窗深话，低控玉帘钩。祇今衰柳夕阳楼。谁与诉新愁。
虞美人,近现代末当代初,赵尊岳,垂杨织遍吹笙路。绿意新帘户。隔帘依约玉娟娟。最忆年时红袖捧金船。攀条惜别年年惯。几度斜阳晚。晚风双燕入帘时。尽意呢喃如话旧相思。梦醒人远销魂地。玉倦钩斜坠。玉钩随意挂闲愁。一任柳绵飞雪上层楼。楼高望极伤情怨。云袅春空遍。落霞犹是旧时红。祇是别来心眼不相同。秋河似泻银瓶水。遥夜阑干倚。绿章乞与展星期。为问填桥灵鹊忍轻归。银云漏处蟾钩在。月转花阴改。云涯有恨托鹍弦。生怕一声河满到尊前。篆烟销尽沈馢缕。愁坐清无语。宫罗软绣曲屏风。移向花间应解护香红。红英落尽春无信。莺燕归期近。伊行能得共归无。看取缃桃瘦损要人扶。春风飘拂长亭路。又送兰船去。归来临镜怯颦眉。从此一春长是别伊时。无心更惜春光好。春去凭迟早。梦中欢会醒分飞。却见画帘娇燕一双归。花秾柳亸韶容好。不信春将老。珠帘斜搭玉阑干。何事落红飞不到屏山。啼鹃为说春犹在。祇是芳期好。芳期那得是归期。此际万千心绪一颦眉。双鸿未有归来信。已是秋风近。夫容容易绕池开。冷艳相看能得几人来。夜凉珠露如清泪。寥泬成霜意。玉阑凭瘦玉楼人。便是远山眉翠亦含颦。玉珰缄札珍珠字。不尽心中事。若教双鲤肯来时。便似番风有信怕花迟。花新不似情依旧。此恨年年有。一回花褪一春阑。帘卷绿阴如画妒眉山。红牙按拍翻新乐。巧向韩娥学。绕梁依宛遏云深。才信当筵一曲直千金。歌残金缕花时怨。消得回肠断。天涯难得是知音。越恁称人心处系人心。
采桑子,近现代末当代初,赵尊岳,当筵彩袖殷勤甚，态冶情闲。舞罢歌阑。不负宵深玉漏残。门前金勒休催去，蜡泪初乾。料峭微寒。酒晕霞生子细看。东风珍重吴侬意，帘外芳梅。筵上深杯。忍付昭华玉笛吹。新篘拨尽翻成怨，锦字嫞裁。甚日重来。见说文无取次开。梦中依约凌波影，佩结瑶珍。香裛梨云。残月啼雅苦唤人。梦魂悠飏如轻絮，一向前尘。便抵飘茵。咽尽铜壶悄恨春。落花巧缀泥金幕，料峭东风。社燕匆匆。飞向邻家院落中。杏梢犹怯余寒重，无语芳红。自惜妖嫞。写入猩屏那得同。玉钩银蒜春阴羃，深院微风。梦语惺忪。幻作柔云漾碧空。垂杨画罨秋千索，惹翠萦红。芳意千重。扶上仙裙更不同。红窗燕子呢喃语，似说归期。却忆年时。未到将离已别离。凭渠锦字殷勤寄，纵赋新诗。不尽相思。惆怅杨花满院飞。机中长恨鱼中素，倦拨炉香。愁倚眉妆。袖薄天寒掩泪行。游春总是愁春处，弱腕丝缰。恨缕垂杨。翠驿红亭路更长。侧风趖日杨花乱，孤负芳期。燕子楼西。那得残红更上枝。玉笼鹦鹉惟忺睡，燕子来迟。诉与伊谁。心事低颦彊笑时。等闲过也芳菲节，小院红稀。镇日相思。凄绝遥山翠罨时。凝情怕说当年事，后约难知。昨梦都非。纵有花笺得到伊。夜遥桦烛消红泪，罨鬓颦眉。翠袖双垂。舞倦歌阑月上迟。笼纱嘶马催归急，欲语期期。最耐人思。握手相看半向时。银钩画箔闲朱阁，篆袅香浓。渐入空濛。偶逐游丝缱绻同。云翘拥髻霞生脸，猩色屏风。看取嫣红。莫道佳期是梦中。桃根双楫分蘋叶，明月团圆。人劝金船。醉去和衣一向眠。夜凉诗思清于水，写遍花笺。却忆当年。艳曲江南听采莲。双鱼不寄归来信，底事迟留。负了扁舟。玉露殷勤浣素秋。闹红双桨年时约，赌酒藏钩。旧梦新愁。都付离人唱石州。茜窗闲煞丹青笔，画稿嫞临。薄怯罗襟。秋入屏帷问浅深。渐深秋似春犹浅，最是而今。孤负春心。残梦都随断续砧。宵来赢得凉如水，青琐朱楼。玉腻香柔。月影偎人故故留。诗成绿蚁倾须满，漏箭银虬。疏幌萤流。倚笛谁家各自愁。秋千院落蔷薇架，花絮忽忽。帘幕重重。总在鹃啼蝶梦中。等闲佳景蹉跎了，容易相逢。瘦损西风。一日三秋两地同。嘶骢门巷寻芳陌，雏凤知名。人月双清。霓曲人间第一声。无端唱彻阳关叠，云散离情。水咽长亭。莺语春来未忍听。年时玉简酬芳约，靥杏脂匀。眉柳烟颦。彩笔安排记会真。浮云西北堪回首，酒涴衫春。歌涩筝尘。楼上花枝莫笑人。厌厌三月长如醉，怨宇啼春。斜照含颦。花信忽忽记不真。枨枨帘幕深深院，红剩香尘。绿作浓云。柳外楼高望远人。西风消息啼螀急，一夜新凉。底费商量。玉漏争如绮恨长。素娥宛宛移花影，影绕回廊。香袭茸窗。香影缠绵欲断肠。小红亭外垂丝柳，烟景依稀。送别斜溪。掠鬓东风絮乱飞。踏青拾翠嬉游处，香雾霏微。行乐年时。草眼晴熏袭画衣。斜风淡日帘垂地，酒黯离襟。旧谱嫞寻。闲煞红囊绿绮琴。雨余花落知多少，最是关心。不道而今。泪与残红较浅深。别来无计消长日，晚岫匀螺。秋水凝波。一抹斜晖恨许多。试倾新酿欢娱减，莫更闻歌。往事蹉跎。纤月笼云蹙怨蛾。宿酲初解琼钩上，晓色帘栊。人意新嫞。网户朝暾罨镜红。镜奁双凤多情甚，总与春逢。丽日妍风。宛宛行云在碧空。秋心不放愁心展，一曲尊前。唤起闲眠。露浥凉蟾分外圆。听歌看舞游情懒，写遍红笺。弹彻冰弦。别恨难凭雁与传。回阑那角珠帘影，蜂蝶殷勤。柳绽黄金。昨梦如烟记未真。是真是梦浑难问，低草迷春。高柳窥邻。满目韶华苦赚人。
踏莎行,近现代末当代初,赵尊岳,风絮飘残，烟丝低尽。愔愔院落寻芳信。小颦窥镜去年时，不堪重向啼莺问。锦字情长，碧云天近。蓬山祇在灵犀寸。西楼昨夜月胧明，欢尘坠处凭谁认。檐马喧晴，林鸦绕暝。无情寒暖浑无定。因风起絮作牵萦，游丝肯为相思静。去日华笺，年时粉镜。高楼何处传归信。回环心字玉炉熏，倦余惆怅还成醒。暝霭如愁，年涯似水。绿芜不尽相思地。倚阑生怕见遥岑，向人犹学眉痕翠。何计酬春，无聊拌醉。醉余苦忆欢娱事。欢娱能几醉还醒，㩻斜泪墨吴笺字。奁远云开，橹柔波重。扁舟容与双凫共。水荭花外有轻寒，斜阳罨画钟初动。千里婵娟，双飞彩凤。无情一碧天如梦。梦中犹记去时情，搴裾南浦花前送。
留春令,近现代末当代初,赵尊岳,绿阴楼外，夕阳多处，旧痕烟水。听彻啼莺落花深，忆前度、欢娱事。十二阑干能几倚。更笙歌邻里。如许韶华不成欢，只怀远、凝清泪。絮阶虫咽，打窗叶响，满庭霜意。欲摘金英附瑶华，道人瘦、花相似。暂遣闲愁须?醉。念楚腰纤细。锦瑟华年恁忽忽，最惜起、花时事。夜长衾冷，月移帘悄，炉熏烬半。更忍银灯照窗纱，傍镜影、愁中看。往事魂销尊酒畔。是鲛绡偷换。千里从教共婵娟，也寸寸、回肠断。
醉落魄,近现代末当代初,赵尊岳,晚塘新月。玉箫声里晶奁彻。鸥鹭于人知款切。却笑人人，长是长亭别。长亭去日花如雪。惆怅容易芳菲歇。垂杨翠缕禁攀折。缕织成愁，欲结浑无说。月圆还缺。云涯怅望音书绝。愁边荏苒芳菲节。千里相思，一寸灵犀结。兔走鸟飞无暂歇。华年弦柱伤心彻。素娥忍见多情别。碧海青天，心事和谁说。天寒袖薄。一春中酒情怀恶。辛苦梦痕何处著。切莫惊回，更于啼莺约。钿金衾铁都成错。怜花心事怜花落。落花犹得浮君酌。看取花浮，拌醉君休却。从今更莫。从今莫怨东风恶。东风尽意催花著。不分春人，几误花前约。芳期一向成今昨。酬春祇办觥筹错。倚阑极目春云薄。极目云涯，多少春闲却。
西江月,近现代末当代初,赵尊岳,绣幕低垂院静，金炉悄拨香残。流莺劝我惜春闲。可奈扶头意懒。柳色能将远恨，梨云惯作轻寒。游丝欲罥落花难。燕子归来太晚。玳瑁梁间燕乳，沈香槛外莺稀。新桐初引拂墙枝。杨柳三眠似醉。池水暗浮花涨，屏山静掩春归。绿阴如梦忆人时。消损春魂剩几。
武陵春,近现代末当代初,赵尊岳,卷起珍珠钩起恨，新月素光流。不尽遥天不尽秋。更不尽离愁。金钗钿合虚前约，魂梦误欢游。重系斑骓翠陌头。不似旧扬州。浅醉人扶花绰约，蜂蝶恋芳丛。花信频番春更浓。瑶斝汎东风。?它醉懒如云态，云不驻春空。花下何时一醉同。春在小庭中。别后愁长心字短，宝鸭蕙烟销。画阁愔愔人去遥。魂梦逐轻桡。瑶珰不付新来雁，目断碧云遥。莫更寻春弟几桥。双袖泪红绡。
河满子,近现代末当代初,赵尊岳,锦瑟长闲玉柱，绣帘懒上琼钩。乍寒轻暖春正好，年时记省欢游。柳叶才胜约指，花枝解恋搔头。是处韶华如梦，者回芳约都休。系情可奈游丝软，倚阑多少闲愁。得似画图依旧，云山尽意当楼。蹙黛谁知深意，横波自惜荣光。背人私系双绣带，花时懒去寻香。锁梦遥怜巫峡，流愁欲付潇湘。绵邈一春望眼，萦回九曲柔肠。碧云容易斜阳暮，遥山也倦眉妆。那更残红簌簌，桃花苦忆连昌。
愁倚阑令,近现代末当代初,赵尊岳,春波绿，照惊鸿。贮愁浓。杨柳不知人瘦损，系东风。开遍小白长红。情如水、泄泄溶溶。孤负芳时人去也，梦魂中。长干道，啭春莺。景清明。一霎啼鹃风雨里，短长亭。丽赋遥忆兰成。韶光好、艳锦新绫。鹃唤春归莺劝住，总关情。如眉月，罨轻寒。怯更残。数点流萤秋影瘦，落屏山。依旧昨夜阑干。杨丝弱、不系金鞍。小叠蛮笺书恨字，付谁看。
好女儿,近现代末当代初,赵尊岳,皱碧奁池。丝雨晴时。听藏花、坐柳娇莺语，似殷勤说道，踏青天气，妍暖香泥。祇是归来惆怅，者烟景、耐寻思。伫黄昏、院宇霏香雪，几凝颦不语，空教添了，懊恼心期。解佩殷勤。芳约酬春。记前番、笑并璚窗影，恰花阴深静，麝熏妍暖，著个人人。不道经年憔悴，坐虚阁、恨常新。倦黄莺、掠过墙东路，也空劳问讯，题红深巷，罨翠良辰。
风入松,近现代末当代初,赵尊岳,翠萝筛影覆莓墙。又送斜阳。绿窗倦绣纤眉敛，蕙炉烬、百和余香。天末锦书无据，眼中铅泪潜行。冰弦玉指拨伊凉。不尽衷肠。绿阴红雨寻常事，祇花间、芳约难忘。误我情深款款，付它春去堂堂。梦中疑是梦中逢。直恁春秾。觉来苦忆长亭道，近柳阴、别话忽忽。杜宇啼时有泪，斑骓嘶过无踪。缃桃犹作旧时红。锦字难通。香罗什袭惊鸿影，寓芳心、深意重重。得似影形赠答，天涯珍重应同。
秋蕊香,近现代末当代初,赵尊岳,玑锦回文织就。消遣日长时候。梁间燕子天教偶。付与浓春如酒。春衫隔岁新成旧。自分手。光阴难道非长久。怪底归期空有。一碧长干芳草。印遍凤鞋纤小。逢花见柳都成恼。今岁春归偏早。衷情诉与春鸿道。怕书少。有书争似无书好。盼得书来春老。
庆春时,近现代末当代初,赵尊岳,柳绵黏幌，苔茵平砌，览景情移。番风过也，云涯怅望，金勒不成归。重楼春恨，孤负蝶约莺期。蛮笺倦写，清琴罢抚，谁见忆人时。蘋香水国，花腴霜信，景候初寒。珠帘十里，红楼一角，烟月忆长干。当筵歌舞，罗袖莫惜弓弯。蓉清菊瘦，秋容罨画，须作好春看。
定风波 拟白石,近现代末当代初,赵尊岳,柳陌桃蹊未易寻。梦回霜鬓已骎骎。万水千山行更远。肠断。朱楼一桁换晴阴。眉月几余清泪赚，菱花拍著暗尘侵。莫道人间离别久。终有。天吴紫凤证盟深。别久春归两不胜。海天梦雨湿疏棂。祇待消愁拌剧醉。无寐。漏长苦更对青灯。颦笑盘龙应似旧，音书孤雁竟无凭。相见几时休更问。空剩。夜涛寂寞撼愁城。
蝶恋花,近现代末当代初,赵尊岳,抛却平生词笔瘦。不信天涯，犹染香盈袖。春好一枝今见又。风裁林下黄昏后。山色罗浮终似旧。惜起啾嘈，唤醒师雄酒。纸帐铜瓶谁与候。独吟怨曲人知否。宿雾悭晴心字瘦。梦里寻诗，泼墨犹襟袖。历乱啼乌今夕又。唤回月落参横后。莫忆中州庭院旧。万里蓬瀛，难泛兰陵酒。细语徒惊虫应候。溪蛮能解余怀否。宽尽东阳腰带瘦。水驲相逢，自笑龙钟袖。拾翠流觞何日又。楼高烟锁春前后。寄语莲蘋诸故旧。红豆枝头，倦客难销酒。遮莫离离催节候。问犹省识相思否。新月初三弓样瘦。香径徘徊，零雾沾罗袖。转毂十年尘海又。难忘那日花阴后。芍药阑珊亭子旧。倘许重来，同进香橙酒。江上夜凉风起候。羁人眼底怀归否。惊见绿肥红渐瘦。摘取山矾，几朵萦怀袖。竦竦潇潇微雨又。阑干倚遍清明后。无限流光应似旧。婪尾酬春，独酌谁将酒。消息不须探气候。枝头旺得鸣鸠否。顾影涟漪金缕瘦。一抹鹅黄，映带轻衫袖。镜汐分明春枕又。信它万里分携后。虹雨梅风终忆旧。点染铜铺，草色浓于酒。最是杜鹃呼雨候。问渠耐得幽栖否。彩缕分丝萦臂瘦。浴罢兰香，披拂当风袖。大道朱楼谁许又。窥人象隔银屏后。艾虎钗符新更旧。老我花阴，忍俊容禁酒。湘箑轻拈初暑候。聚头得许年年否。照影纤纤奁镜瘦。不若当时，宛转舒长袖。料量三生相见又。今宵珠跋星沉后。玄鬓霜华春服旧。祇剩吟边，梦里才呼酒。却恨啼鸦催醒候。声声似问重逢否。天若有情天亦瘦。长日孤云，掩映浮邱袖。风指蓬山东向又。相逢下九初三后。燕语呢喃凭话旧。一向书堂，煮茗聊当酒。四面浓阴移物候。泉边柳絮依然否。写不成书疑腕瘦。黛浅毫轻，空染冰绡袖。回首人人天际又。归心暗逐南鸿后。点缀湖山应胜旧。负尽缁尘，那日邯郸酒。一别疏嫞同道候。狂奴故态犹存否。
木兰花慢,近现代末当代初,赵尊岳,趁一轮皓月，邀俊侣，唤新凉。任画毂轻驰，弓蛾淡扫，玉体初尝。行行。紫薇翠柏，渐宵深带露压莓墙。曲岸回潮宛转，移灯细语端相。难忘。了了旧时光。怎道是寻常。听逝水闲云，颓垣断羽，莫再思量。双双。锦笺凤管，且西园烟景付清商。检点他生影事，遽堪此夕清狂。自西园别后，曾几度，不思量。算点检花风，叮咛月约，断尽回肠。书堂。看朱似碧，尚浓阴星火缀斜行。娓娓瑶华屑玉，冷冷清籁吟窗。兰房。许度口脂芗。再与问檀郎。道泪已垂枯，欢应娇纵，莫负韶光。残妆。为君褪尽，待芙蓉尺幅护鸳鸯。海气宵侵更鼓，星河曙拂纹窗。
鹧鸪天,近现代末当代初,赵尊岳,风细游丝故故斜。新泉料理碾新茶。十年篆鼎悭沉缕，六扇芸窗飏落花。清课足，旧情赊。赌书远近隔天涯。定磁更好生颜色，佳茗佳人梦当家。一片冰心付与伊。十分清不受人知。旋熏香泽侵花气，细袅文丝上翠帏。新折萼，浅匀脂。瓶笙从此伴南枝。壶天信是神仙窟，何必蓝桥问玉卮。
满庭芳,近现代末当代初,赵尊岳,树老窥檐，花狂拥户，小楼自惜伶俜。一池吹皱，春水恰初生。镜底平分春色，认遥峰眉妩同青。云边路，天涯只尺，犹恐枉留情。银屏。遮浅醉，思随茶杳，梦逐香轻。乞轻寒帘外，莫与寒盟。伫尽昆仑信息，耐朝朝极目沧瀛。无聊赖，千帆过也，拂柱试弹筝。万绿喧晴，孤光炫碧，疏簃独客伶俜。十年恩眷，负尽太狂生。北雁南鸿底事，剩而今双鬓难青。瓶尊畔，苔枝一萼，于此尚钟情。猩屏。春思杳，问花不语，比絮疑轻。付花繁絮乱，几度前盟。历劫瑶天未了，况层云迥隔重瀛。参横候，巡檐索笑，倚醉待调筝。
