"题目","朝代","作者","内容"
"奉和执契静三边应诏","隋末唐初","许敬宗","玄塞隔阴戎，朱光分昧谷。地游穷北际，云崖尽西陆。星次绝轩台，风衢乖禹服。寰区无所外，天覆今咸育。窜苗犹有孽，戮负自贻辜。疏网妖鲵漏，盘薮怪禽逋。髯飞尚假息，乳视暂稽诛。乾灵振玉弩，神略运璇枢。日羽廓游气，天阵清华野。升晅光西夜，驰恩溢东泻。挥袂静昆炎，开关纳流赭。锦轺凌右地，华缨羁大夏。清台映罗叶，玄沚控瑶池。驼鹿输珍贶，树羽飨来仪。辍肴观化宇，栖籞萃条支。熏风交阆阙，就日泛濛漪。充庭延饮至，绚简敷春藻。迎姜已创图，命力方论道。昔托游河乘，再备商山皓。欣逢德化流，思效登封草。"
"奉和秋暮言志应制","隋末唐初","许敬宗","秋深桂初发，寒窗菊馀菲。波拥群凫至，秋飘朔雁归。月荚生还落，云枝似复非。凝宸阅栖亩，观文伫少微。圣敬韬前哲，先天谅不违。"
"奉和喜雪应制","隋末唐初","许敬宗","嵰州表奇贶，閟竹应遐巡。何如御京洛，流霰下天津。忽若琼林曙，俄同李径春。姑峰映仙质，郢路杂歌尘。伏槛观花瑞，称觞庆冬积。飘河共泻银，委树还重璧。连山分掩翠，绵霄远韬碧。千里遍浮空，五轫咸沦迹。机前辉裂素，池上伴凌波。腾华承玉宇，凝照混金娥。是日松筠性，欣奉柏梁歌。"
"奉和登陕州城楼应制","隋末唐初","许敬宗","挹河澄绿宇，御沟映朱宫。辰旂翻丽景，星盖曳雕虹。学嚬齐柳嫩，妍笑发春丛。锦鳞文碧浪，绣羽绚青空。眷念三阶静，遥想二南风。"
"冬日宴于庶子宅各赋一字得平","隋末唐初","岑文本","金兰笃惠好，尊酒畅生平。既欣投辖赏，暂缓望乡情。爱景含霜晦，落照带风轻。于兹欢宴洽，宠辱讵相惊。"
"奉述飞白书势","隋末唐初","岑文本","六文开玉篆，八体曜银书。飞毫列锦绣，拂素起龙鱼。凤举崩云绝，鸾惊游雾疏。别有临池草，恩沾垂露馀。"
"安德山池宴集","隋末唐初","岑文本","甲第多清赏，芳辰命羽卮。书帷通竹径，琴台枕槿篱。池疑夜壑徙，山似郁洲移。雕楹网萝薜，激濑合埙篪。鸟戏翻新叶，鱼跃动清漪。自得淹留趣，宁劳攀桂枝。"
"奉和正日临朝","隋末唐初","岑文本","时雍表昌运，日正叶灵符。德兼三代礼，功包四海图。踰沙纷在列，执玉俨相趋。清跸喧辇道，张乐骇天衢。拂蜺九旗映，仪凤八音殊。佳气浮仙掌，熏风绕帝梧。天文光七政，皇恩被九区。方陪瘗玉礼，珥笔岱山隅。"
"逸人歌赠李山人","隋末唐初","张楚金","上有尧兮下有田，眠松阳兮漱颍流。其貌古，其心幽，浩歌一曲兮林壑秋。道险可惊兮人莫用，乐天知命兮守岩洞。时击磬兮嗟鸣凤，吾欲知往古之不可追，自悠悠于凡梦。"
"杂曲歌辞 其一 堂堂","隋末唐初","李义府","懒正鸳鸯被，羞褰玳瑁床。春风别有意，密处也寻香。"
"咏乌","隋末唐初","李义府","日里飏朝彩，琴中伴夜啼。上林如许树，不借一枝栖。"
"杂曲歌辞 其二 堂堂","隋末唐初","李义府","镂月成歌扇，裁云作舞衣。自怜回雪影，好取洛川归。"
"咏鹦鹉","隋末唐初","李义府","牵弋辞重海，触网去层峦。戢翼雕笼际，延思彩霞端。慕侣朝声切，离群夜影寒。能言殊可贵，相助忆长安。"
"宣正殿芝草","隋末唐初","李义府","明王敦孝感，宝殿秀灵芝。色带朝阳净，光涵雨露滋。且标宣德重，更引国恩施。圣祚今无限，微臣乐未移。"
"在巂州遥叙封禅","隋末唐初","李义府","天齐标巨镇，日观启崇朝。岧峣临渤澥，隐嶙控河沂。眺迥分吴乘，凌高属汉祠。建岳诚为长，升功谅在兹。帝猷符广运，玄范畅文思。飞声总地络，腾化抚乾维。瑞策开珍凤，祯图荐宝龟。创封超昔夏，修禅掩前姬。东后方肆觐，西都导六师。肃驾移星苑，扬罕驭风司。沸鼓喧平陆，凝跸静通逵。汶阳驰月羽，蒙阴警电麾。岩花飘曙辇，峰叶荡春旗。石闾环藻卫，金坛映黼帷。仙阶溢秘秬，灵检耀祥芝。张乐分韶濩，观礼纵华夷。佳气浮丹谷，荣光泛绿坻。三始贻遐贶，万岁受重釐。菲质陶恩奖，趋迹奉轩墀。触网沦幽裔，乘徼限明时。周南昔已叹，邛西今复悲。"
"和边城秋气早","隋末唐初","李义府","金微凝素节，玉律应清葭。边马秋声急，征鸿晓阵斜。关树凋凉叶，塞草落寒花。雾暗长川景，云昏大漠沙。溪深路难越，川平望超忽。极望断烟飘，遥落惊蓬没。霜结龙城吹，水照龟林月。日色夏犹冷，霜华春未歇。睿作高紫宸，分明映玄阙。"
"招谕有怀赠同行人","隋末唐初","李义府","远游冒艰阻，深入劳存谕。春去辞国门，秋还在边戍。轩车行未返，节序催难驻。陌上悲转蓬，园中想芳树。蜀山自纷纠，岷水恒奔注。临汎多苦怀，登攀寡欢趣。永夕飞淫雨，崇朝蒸毒雾。不求绥岭桃，宁美邛乡蒟。白狼行欲静，骢马何常驱。愿接轺旆尘，联翩东北骛。"
"和从叔禄愔元日早朝","隋末唐初","李元操","铜浑变秋节，玉律动年灰。暧暧城霞旦，隐隐禁门开。众灵凑仙府，百神朝帝台。叶令双凫至，梁王驷马来。戈鋋映林阙，歌管拂尘埃。保章望瑞气，尚书免火灾。冠冕多秀士，簪裾饶上才。谁怜张仲蔚，日暮反蒿莱。"
"咏萤火示情人","隋末唐初","李百药","窗里怜灯暗，阶前畏月明。不辞逢露湿，祗为重宵行。"
"咏蝉","隋末唐初","李百药","清心自饮露，哀响乍吟风。未上华冠侧，先惊翳叶中。"
"春眺","隋末唐初","李百药","疲痾荷拙患，沦踬合幽襟。栖息在何处？丘中鸣素琴。"
"文德皇后挽歌","隋末唐初","李百药","裴回两仪殿，怅望九成台。玉辇终辞宴，瑶筐遂不开。野旷阴风积，川长思鸟来。寒山寂已暮，虞殡有馀哀。"
"杂曲歌辞 其一 火凤辞","隋末唐初","李百药","歌声扇后出，妆影镜中轻。未能令掩笑，何处欲障声。知音自不惑，得念是分明。莫见双嚬敛，疑人含笑情。"
"戏赠潘徐城门迎两新妇","隋末唐初","李百药","秦晋称旧匹，潘徐有世亲。三星宿已会，四德婉而嫔。霞光鬓里薄，月影扇中新。年华与妆面，共作一芳春。"
"杂曲歌辞 其二 火凤辞","隋末唐初","李百药","佳人靓晚妆，清唱动兰房。影入含风扇，声飞照日梁。娇嚬眉际敛，逸韵口中香。自有横陈分，应怜秋夜长。"
"奉和正日临朝应诏","隋末唐初","李百药","化历昭唐典，承天顺夏正。百灵警朝禁，三辰扬旆旌。充庭富礼乐，高宴齿簪缨。献寿符万岁，移风韵九成。"
"奉和初春出游应令","隋末唐初","李百药","鸣笳出望苑，飞盖下芝田。水光浮落照，霞彩淡轻烟。柳色迎三月，梅花隔二年。日斜归骑动，馀兴满山川。"
"雨后","隋末唐初","李百药","晚来风景丽，晴初物色华。薄云向空尽，轻虹逐望斜。后窗临岸竹，前阶枕浦沙。寂寥无与晤，尊酒论风花。"
"送别","隋末唐初","李百药","眷言一杯酒，悽怆起离忧。夜花飘露气，暗水急还流。雁行遥上月，虫声迥映秋。明日河梁上，谁与论仙舟。"
"寄杨公","隋末唐初","李百药","公子盛西京，光华早著名。分庭接游士，虚馆待时英。高阁浮香出，长廊宝钏鸣。面花无隔笑，歌扇不障声。"
"少年行","隋末唐初","李百药","少年飞翠盖，上路勒金镳。始酌文君酒，新吹弄玉箫。少年不欢乐，何以尽芳朝。千金笑里面，一搦掌中腰。挂缨岂惮宿，落珥不胜娇。寄语少年子，无辞归路遥。"
"王师渡汉水经襄阳","隋末唐初","李百药","导漾疏源远，归海会流长。延波接荆梦，通望迩沮漳。高岸沈碑影，曲溆丽珠光。云昏翠岛没，水广素涛扬。阅川已多叹，遐睇几增伤。临溪犹驻马，望岘欲沾裳。乔木下寒叶，亭林落晓霜。山公不可遇，谁与访高阳。"
"安德山池宴集","隋末唐初","李百药","朝宰论思暇，高宴临方塘。云飞凤台管，风动令君香。细草开金埒，流霞泛羽觞。虹桥分水态，镜石引菱光。上才同振藻，小技谬连章。怀音自兰室，徐步返山庄。"
"和许侍郎游昆明池","隋末唐初","李百药","神池望不极，沧波接远天。仪星似河汉，落景类虞泉。年深平馆宇，道泰偃戈船。差池下凫雁，掩映生云烟。浪花开已合，风文直且连。税马金堤外，横舟石岸前。羽觞倾绿蚁，飞日落红鲜。积水浮深智，明珠曜雅篇。大鲸方远击，沈灰独未然。知君啸俦侣，短翮徒联翩。"
"途中述怀","隋末唐初","李百药","伯喈迁塞北，亭伯之辽东。伊余何为客，独守云台中。途遥已日暮，时泰道斯穷。拔心悲岸草，半死落岩桐。目送衡阳雁，情伤江上枫。福兮良所伏，今也信难通。丈夫自有志，宁伤官不公。"
"渡汉江","隋末唐初","李百药","东流既瀰瀰，南纪信滔滔。水激沈碑岸，波骇弄珠皋。含星映浅石，浮盖下奔涛。溜阔霞光近，川长晓气高。樯乌转轻翼，戏鸟落风毛。客心既多绪，长歌且代劳。"
"赋得魏都","隋末唐初","李百药","炎运精华歇，清都宝命开。帝里三方盛，王庭万国来。玄武疏遥磴，金凤上层台。乍进仙童药，时倾避暑杯。南馆招奇士，西园引上才。还惜刘公干，疲病清漳隈。"
"杂曲歌辞 妾薄命","隋末唐初","李百药","团扇秋风起，长门夜月明。羞闻拊背人，恨说舞腰轻。太常应已醉，刘君恒带酲。横陈每虚设，吉梦竟何成。"
"秋晚登古城","隋末唐初","李百药","日落征途远，怅然临古城。颓墉寒雀集，荒堞晚乌惊。萧森灌木上，迢遰孤烟生。霞景焕馀照，露气澄晚清。秋风转摇落，此志安可平。"
"郢城怀古","隋末唐初","李百药","客心悲暮序，登墉瞰平陆。林泽窅芊绵，山川郁重复。王公资设险，名都拒江隩。方城次北门，溟海穷南服。长策挫吴豕，雄图竞周鹿。万乘重沮漳，九鼎轻伊谷。大蒐云梦掩，壮观章华筑。人世更盛衰，吉凶良倚伏。遽见邻交断，仍睹贤臣逐。南风忽不竞，西师日侵蹙。运圯属驰驱，时屯恣敲朴。莫救夷陵火，无复秦庭哭。鄢郢遂丘墟，风尘俄惨黩。狐兔时游践，霜露日沾沐。钓渚故池平，神台层宇覆。阵云埋夏首，穷阴惨荒谷。怅矣舟壑迁，悲哉年祀倏。虽异三春望，终伤千里目。"
"晚渡江津","隋末唐初","李百药","寂寂江山晚，苍苍原野暮。秋气怀易悲，长波淼难溯。索索风叶下，离离早鸿度。丘壑列夕阴，葭菼凝寒雾。日落亭皋远，独此怀归慕。"
"谒汉高庙","隋末唐初","李百药","纂尧灵命启，灭楚馀闰终。飞名膺帝箓，沈迹韫神功。瑞气朝浮砀，祥符夜告丰。抑扬驾人杰，叱咤掩时雄。缔构三灵改，经纶五纬同。干戈革宇内，声教尽寰中。运谢年逾远，魂归道未穷。树碑留故邑，抗殿表祠宫。沐兰祈泗上，谒帝动深衷。英威肃如在，文物杳成空。竹皮聚寒径，枌社落霜丛。萧索阴云晚，长川起大风。"
"登叶县故城谒沈诸梁庙","隋末唐初","李百药","总辔临秋原，登城望寒日。烟霞共掩映，林野俱萧瑟。楚塞郁不穷，吴山高渐出。客行殊未已，沐澡期终吉。椒桂奠芳樽，风云下虚室。馆宇肃而静，神心康且逸。伊我非真龙，勿惊疲朽质。"
"赋礼记","隋末唐初","李百药","玉帛资王会，郊丘叶圣情。重广开环堵，至道轶金籯。盘薄依厚地，遥裔腾太清。方悦升中礼，足以慰馀生。"
"句","隋末唐初","李百药","今日持团扇，非是为秋风。"
"淮阳感怀","隋末唐初","李密","金风荡初节，玉露凋晚林。此夕穷涂士，郁陶伤寸心。野平葭苇合，村荒藜藿深。眺听良多感，徙倚独沾襟。沾襟何所为，怅然怀古意。秦俗犹未平，汉道将何翼。樊哙市井徒，萧何刀笔吏。一朝时运会，千古传名谥。寄言世上雄，虚生真可愧。"
"玄武门侍宴","隋末唐初","杜正伦","大君端扆暇，睿赏狎林泉。开轩临禁籞，藉野列芳筵。参差歌管飏，容裔羽旗悬。玉池流若醴，云阁聚非烟。湛露晞尧日，熏风入舜弦。大德侔玄造，微物荷陶甄。谬陪瑶水宴，仍厕柏梁篇。阚名徒上月，邹辩讵谈天。既喜光华旦，还伤迟暮年。犹冀升中日，簪裾奉肃然。"
"冬日宴于庶子宅各赋一字得节","隋末唐初","杜正伦","李门余妄进，徐榻君恒设。清论畅玄言，雅琴飞白雪。寒云暧落景，朔风凄暮节。方欣投辖情，且驻当归别。"
"出玉关","隋末唐初","来济","敛辔遵龙汉，衔悽渡玉关。今日流沙外，垂涕念生还。"
"咏砚","隋末唐初","杨师道","圆池类璧水，轻翰染烟华。将军欲定远，见弃不应赊。"
"咏舞","隋末唐初","杨师道","二八如回雪，三春类早花。分行向烛转，一种逐风斜。"
"奉和正日临朝应诏","隋末唐初","杨师道","皇猷被寰宇，端扆属元辰。九重丽天邑，千门临上春。"
"奉和咏弓","隋末唐初","杨师道","霜重麟胶劲，风高月影圆。乌飞随帝辇，雁落逐鸣弦。"
"采莲子","隋末唐初","杨师道","采莲江浦觅同心，日暮风生江水深。莫言花重船应没，自解凌波不畏沈。"
"初秋夜坐应诏","隋末唐初","杨师道","玉琯凉初应，金壶夜渐阑。沧池流稍洁，仙掌露方漙。雁声风处断，树影月中寒。爽气长空净，高吟觉思宽。"
"初宵看婚","隋末唐初","杨师道","洛城花烛动，戚里画新蛾。隐扇羞应惯，含情愁已多。轻啼湿红粉，微睇转横波。更笑巫山曲，空传暮雨过。"
"咏饮马应诏","隋末唐初","杨师道","清晨控龙马，弄影出花林。躞蹀依春涧，联翩度碧浔。苔流染丝络，水洁写雕簪。一御瑶池驾，讵忆长城阴。"
"赋终南山用风字韵应诏","隋末唐初","杨师道","眷言怀隐逸，辍驾践幽丛。白云飞夏雨，碧岭横春虹。草绿长杨路，花疏五柞宫。登临日将晚，兰桂起香风。"
"中书寓直咏雨简褚起居上官学士","隋末唐初","杨师道","云暗苍龙阙，沈沈殊未开。窗临凤凰沼，飒飒雨声来。电影入飞阁，风威凌吹台。长檐响奔溜，清簟肃浮埃。早荷叶稍没，新篁枝半摧。兹晨怅多绪，怀友自难裁。况复重城内，日暮独裴回。玉阶良史笔，金马掞天才。高甍通散骑，复道驾蓬莱。思君赠桃李，于此冀琼瑰。"
"应诏咏巢乌","隋末唐初","杨师道","桂树春晖满，巢乌刷羽仪。朝飞丽城上，夜宿碧林陲。背风藏密叶，向日逐疏枝。仰德还能哺，依仁遂可窥。惊鸣雕辇侧，王吉自相知。"
"还山宅","隋末唐初","杨师道","暮春还旧岭，徙倚玩年华。芳草无行径，空山正落花。垂藤扫幽石，卧柳碍浮槎。鸟散茅檐静，云披涧户斜。依然此泉路，犹是昔烟霞。"
"陇头水","隋末唐初","杨师道","陇头秋月明，陇水带关城。笳添离别曲，风送断肠声。映雪峰犹暗，乘冰马屡惊。雾中寒雁至，沙上转蓬轻。天山传羽檄，汉地急徵兵。阵开都护道，剑聚伏波营。于兹觉无渡，方共濯胡缨。"
"奉和圣制春日望海","隋末唐初","杨师道","春山临渤海，征旅辍晨装。回瞰卢龙塞，斜瞻肃慎乡。洪波回地轴，孤屿映云光。落日惊涛上，浮天骇浪长。仙台隐螭驾，水府汎鼋梁。碣石朝烟灭，之罘归雁翔。北巡非汉后，东幸异秦皇。搴旗羽林客，跋距少年场。龙击驱辽水，鹏飞出带方。将举青丘缴，安访白霓裳。"
"奉和夏日晚景应诏","隋末唐初","杨师道","辇路夹垂杨，离宫通建章。日落横峰影，云归起夕凉。雕轩动流吹，羽盖息回塘。薙草生还绿，残花落尚香。青岩类姑射，碧涧似汾阳。幸属无为日，欢娱尚未央。"
"春朝闲步","隋末唐初","杨师道","休沐乘闲豫，清晨步北林。池塘藉芳草，兰芷袭幽衿。雾中分晓日，花里弄春禽。野径香恒满，山阶笋屡侵。何须命轻盖，桃李自成阴。"
"侍宴赋得起坐弹鸣琴二首 其二","隋末唐初","杨师道","北林鹊夜飞，南轩月初进。调弦发清徵，荡心祛褊吝。变作离鸿声，还入思归引。长叹未终极，秋风飘素鬓。"
"咏马","隋末唐初","杨师道","宝马权奇出未央，雕鞍照曜紫金装。春草初生驰上苑，秋风欲动戏长杨。鸣珂屡度章台侧，细蹀经向濯龙傍。徒令汉将连年去，宛城今已献名王。"
"咏笙","隋末唐初","杨师道","短长插凤翼，洪细摹鸾音。能令楚妃叹，复使荆王吟。切切孤竹管，来应云和琴。"
"咏琴","隋末唐初","杨师道","久擅龙门质，孤竦峄阳名。齐娥初发弄，赵女正调声。嘉客勿遽反，繁弦曲未成。"
"阙题","隋末唐初","杨师道","汉家伊洛九重城，御路浮桥万里平。桂户雕梁连绮翼，虹梁绣柱映丹楹。朝光欲动千门曙，丽日初照百花明。燕赵蛾眉旧倾国，楚宫腰细本传名。二月桑津期结伴，三春淇水逐关情。兰丛有意飞双蝶，柳叶无趣隐啼莺。扇里细妆将夜并，风前独舞共花荣。两鬟百万谁论价，一笑千金判是轻。不为披图来侍寝，非因主第奉身迎。羊车讵畏青门闭，兔月今宵照后庭。"
"自君之出矣 其一","隋末唐初","陈叔达","自君之出矣，红颜转憔悴。思君如明烛，煎心且衔泪。"
"自君之出矣 其二","隋末唐初","陈叔达","自君之出矣，明镜罢红妆。思君如夜烛，煎泪几千行。"
"初年","隋末唐初","陈叔达","和风起天路，严气消冰井。索索枝未柔，厌厌漏犹永。"
"咏菊","隋末唐初","陈叔达","霜间开紫蒂，露下发金英。但令逢采摘，宁辞独晚荣。"
"春首","隋末唐初","陈叔达","雪花联玉树，冰彩散瑶池。翔禽遥出没，积翠远参差。"
"后渚置酒","隋末唐初","陈叔达","大渚初惊夜，中流沸鼓鼙。寒沙满曲浦，夕雾上邪溪。岸广凫飞急，云深雁度低。严关犹未遂，此夕待晨鸡。"
"早春桂林殿应诏","隋末唐初","陈叔达","金铺照春色，玉律动年华。朱楼云似盖，丹桂雪如花。水岸衔阶转，风条出柳斜。轻舆临太液，湛露酌流霞。"
"州城西园入斋祠社","隋末唐初","陈叔达","升坛预洁祀，诘早肃分司。达气风霜积，登光日色迟。农教先八政，阳和秩四时。祈年服垂冕，告币动褰帷。瘗地尊馀奠，人天庶有资。椒兰卒清酌，簠簋彻香萁。折俎分归胙，充庭降受釐。方凭知礼节，况奉化雍熙。"
"听邻人琵琶","隋末唐初","陈叔达","本是龙门桐，因妍入汉宫。香缘罗袖里，声逐朱弦中。虽有相思韵，翻将入塞同。关山临却月，花蕊散回风。为将金谷引，添令曲未终。"
"太庙祼地歌辞","隋末唐初","陈叔达","清庙既裸，郁鬯推礼。大哉孝思，严恭祖祢。龙衮以祭，鸾刀思启。发德朱弦，升歌丹陛。遥享粢盛，堂斟况齐。降福穰穰，来仪济济。"
"赠窦蔡二记室入蜀","隋末唐初","陈政","昆山积良宝，大厦构众材。马卿委官去，邹子背淮来。风流信多美，朝夕豫平台。逸翮独不群，清才复遒上。六辅昔推名，二江今振响。英华虽外发，磨琢终内朗。四海奋羽仪，清风久播驰。沈郁林难厕，青山翻易阻。回首望烟霞，谁知慕俦侣。飘然不系舟，为情自可求。若奉西园夜，浩想北园愁。无因逐萍藻，从尔泛清流。"
"嘲萧瑀射","隋末唐初","欧阳询","急风吹缓箭，弱手驭强弓。欲高翻复下，应西还更东。十回俱著地，两手并擎空。借问谁为此，乃应是宋公。"
"道失","隋末唐初","欧阳询","已惑孔贵嫔，又被辞人侮。花笺一何荣，七字谁曾许。不下结绮阁，空迷江令语。雕戈动地来，误杀陈后主。"
"三不为篇 其一","隋末唐初","海顺","我欲偃文修武，身死名存。斫石通道，祈井流泉。君肝在内，我身处边。荆轲拔剑，毛遂捧盘。不为则已，为则不然。将恐两虎共斗，势不俱全。永□今好，长绝来怨。是以返迹荒径，息影柴门。"
"三不为篇 其二","隋末唐初","海顺","我欲刺股锥刃，悬头屋梁。书临雪彩，牒映萤光。一朝鹏举，万里鸾翔。纵任才辩，游说君王。高车反邑，衣锦还乡。将恐鸟残以羽，兰折由芳。笼餐讵贵，钩饵难尝。是以高巢林薮，深穴池塘。"
"三不为篇 其三","隋末唐初","海顺","我欲衒才鬻德，入市趋朝。四众瞻仰，三槐附交。标形引势，身达名超。箱盈绮服，厨富甘肴。讽扬弦管，咏美歌谣。将恐尘栖弱草，露宿危条。无过日旦，靡越风朝。是以还伤乐浅，非惟苦遥。"
"秋日应诏","隋末唐初","袁朗","玉树凉风举，金塘细草萎。叶落商飙观，鸿归明月池。迎寒桂酒熟，含露菊花垂。一奉章台宴，千秋长愿斯。"
"秋夜独坐","隋末唐初","袁朗","危弦断客心，虚弹落惊禽。新秋百虑净，独夜九愁深。枯蓬唯逐吹，坠叶不归林。如何悲此曲，坐作白头吟。"
"和洗掾登城南坂望京邑","隋末唐初","袁朗","二华连陌塞，九陇统金方。奥区称富贵，重险擅雄强。龙飞灞水上，凤集岐山阳。神皋多瑞迹，列代有兴王。我后膺灵命，爰求宅兹土。宸居法太微，建国资天府。玄风叶黎庶，德泽浸区宇。醒醉各相扶，讴歌从圣主。南登少陵岸，还望帝城中。帝城何郁郁，佳气乃葱葱。金凤凌绮观，璇题敞兰宫。复道东西合，交衢南北通。万国朝前殿，群公议宣室。鸣佩含早风，华蝉曜朝日。柏梁宴初罢，千钟欢未毕。端拱肃岩廊，思贤听琴瑟。逶迤万雉列，隐轸千闾布。飞甍夹御沟，曲台临上路。处处歌钟鸣，喧阗车马度。日落长楸间，含情两相顾。是月冬之季，阴寒昼不开。惊风四面集，飞雪千里回。狐白登廊庙，牛衣出草莱。讵知韩长孺，无复重然灰。"
"相和歌辞 饮马长城窟行","隋末唐初","袁朗","朔风动秋草，清跸长安道。长城连不穷，所以隔华戎。规模惟圣作，荷负晓成功。鸟庭已向内，龙荒更凿空。玉关尘卷静，金微路已通。汤征随北怨，舜咏起南风。画野功初立，绥边事云集。朝服践狼居，凯歌旋马邑。山响传凤吹，霜华藻琼钑。属国拥节归，单于款关入。日落寒云起，惊沙被原隰。零落叶已寒，河流清且急。四时徭役尽，千载干戈戢。太平今若斯，汗马竟无施。惟当事笔研，归去草封禅。"
"送金竟陵入蜀","隋末唐初","崔信明","金门去蜀道，玉垒望长安。岂言千里远，方寻九折难。西上君飞盖，东归我挂冠。猿声出峡断，月彩落江寒。从今与君别，花月几新残。"
"句","隋末唐初","崔信明","枫落吴江冷。"
"和乐记室忆江水","隋末唐初","庾抱","遥想观涛处，犹意采莲歌。无因关塞叶，共下洞庭波。"
"别蔡参军","隋末唐初","庾抱","人世多飘忽，沟水易西东。今日欢娱尽，何年风月同？悲生万里外，恨起一杯中。性灵如未失，南北有征鸿。"
"赋得胥台露","隋末唐初","庾抱","胥台既落构，荆棘稍侵扉。栋拆连云影，梁摧照日晖。翔鶤逐不及，巢燕反无归。唯有团阶露，承晓共沾衣。"
"骢马","隋末唐初","庾抱","枥上浮云骢，本出吴门中。发迹来东道，长鸣起北风。回鞍拂桂白，赪汗类尘红。灭没徒留影，无因图汉宫。"
"卧痾喜霁开扉望月简宫内知友","隋末唐初","庾抱","秋雨移弦望，疲痾倦苦辛。忽对荆山璧，委照越吟人。高高侵地镜，皎皎彻天津。色丽班姬箧，光润洛川神。轮辉池上动，桂影隙中新。怀贤虽不见，忽似暂参辰。"
"咏舞","隋末唐初","萧德言","低身锵玉佩，举袖拂罗衣。对檐疑燕起，映雪似花飞。"
"别三辅诸僧","隋末唐初","道会","去住俱为客，分悲损性情。共作无期别，谁能访死生。"
"初晴应教","隋末唐初","虞世南","初日明燕馆，新溜满梁池。归云半入岭，残滴尚悬枝。"
"咏萤","隋末唐初","虞世南","的历流光小，飘飖弱翅轻。恐畏无人识，独自暗中明。"
"咏舞","隋末唐初","虞世南","繁弦奏渌水，长袖转回鸾。一双俱应节，还似镜中看。"
"奉和咏风应魏王教","隋末唐初","虞世南","逐舞飘轻袖，传歌共绕梁。动枝生乱影，吹花送远香。"
"春夜","隋末唐初","虞世南","春苑月裴回，竹堂侵夜开。惊鸟排林度，风花隔水来。"
"蝉","隋末唐初","虞世南","垂緌饮清露，流响出疏桐。居高声自远，非是藉秋风。"
"中妇织流黄","隋末唐初","虞世南","寒闺织素锦，含怨敛双蛾。综新交缕涩，经脆断丝多。衣香逐举袖，钏动应鸣梭。还恐裁缝罢，无信达交河。"
"发营逢雨应诏","隋末唐初","虞世南","豫游欣胜地，皇泽乃先天。油云阴御道，膏雨润公田。陇麦沾逾翠，山花湿更然。稼穑良所重，方复悦丰年。"
"侍宴归雁堂","隋末唐初","虞世南","歌堂面渌水，舞馆接金塘。竹开霜后翠，梅动雪前香。凫归初命侣，雁起欲分行。刷羽同栖集，怀恩愧稻粱。"
"侍宴应诏赋韵得前字","隋末唐初","虞世南","芬芳禁林晚，容与桂丹前。横空一鸟度，照水百花然。绿野明斜日，青山澹晚烟。滥陪终宴赏，握管类窥天。"
"奉和出颍至淮应令","隋末唐初","虞世南","良晨喜利涉，解缆入淮浔。寒流泛鹢首，霜吹响哀吟。潜鳞波里跃，水鸟浪前沈。邗沟非复远，怅望悦宸襟。"
"奉和咏日午","隋末唐初","虞世南","高天净秋色，长汉转曦车。玉树阴初正，桐圭影未斜。翠盖飞圆彩，明镜发轻花。再中良表瑞，共仰璧晖赊。"
"奉和献岁宴宫臣","隋末唐初","虞世南","履端初起节，长苑命高筵。肆夏喧金奏，重润响朱弦。春光催柳色，日彩泛槐烟。微臣同滥吹，谬得仰钧天。"
"凌晨早朝","隋末唐初","虞世南","万瓦宵光曙，重檐夕雾收。玉花停夜烛，金壶送晓筹。日晖青琐殿，霞生结绮楼。重门应启路，通籍引王侯。"
"赋得临池竹应制","隋末唐初","虞世南","葱翠梢云质，垂彩映清池。波泛含风影，流摇防露枝。龙鳞漾嶰谷，凤翅拂涟漪。欲识凌冬性，唯有岁寒知。"
"飞来双白鹤","隋末唐初","虞世南","飞来双白鹤，奋翼远凌烟。俱栖集紫盖，一举背青田。飏影过伊洛，流声入管弦。鸣群倒景外，刷羽阆风前。映海疑浮雪，拂涧泻飞泉。燕雀宁知去，蜉蝣不识还。何言别俦侣，从此间山川。顾步已相失，裴回各自怜。危心犹警露，哀响讵闻天。无因振六翮，轻举复随仙。"
"出塞","隋末唐初","虞世南","上将三略远，元戎九命尊。缅怀古人节，思酬明主恩。山西多勇气，塞北有游魂。扬桴上陇坂，勒骑下平原。誓将绝沙漠，悠然去玉门。轻赍不遑舍，惊策骛戎轩。凛凛边风急，萧萧征马烦。雪暗天山道，冰塞交河源。雾烽黯无色，霜旗冻不翻。耿介倚长剑，日落风尘昏。"
"和銮舆顿戏下","隋末唐初","虞世南","重轮依紫极，前耀奉丹霄。天经恋宸扆，帝命扈仙镳。乘星开鹤禁，带月下虹桥。银书含晓色，金辂转晨飙。雾澈轩营近，尘暗苑城遥。莲花分秀萼，竹箭下惊潮。抚己惭龙干，承恩集凤条。瑶山盛风乐，抽简荐徒谣。"
"奉和月夜观星应令","隋末唐初","虞世南","早秋炎景暮，初弦月彩新。清风涤暑气，零露净嚣尘。薄雾销轻縠，鲜云卷夕鳞。休光灼前曜，瑞彩接重轮。缘情摛圣藻，并作命徐陈。宿草诚渝滥，吹嘘偶搢绅。天文岂易述，徒知仰北辰。"
