"题目","朝代","作者","内容"
"叶县赠李长源","金","王元粹","相见各异县，岁暮风霜清。三日同眠食，深见故人情。借问何所历，大梁与秦京。悠悠川途永，冉冉岁月倾。子当东北驰，予亦西南征。人事相羁束，何时当合并。聊斟昆阳酒，为浇胸次平。出处固难必，勉哉崇令名。"
"送李文起令鄜城","金","王元粹","好去鄜城宰，当途有荐章。长才试县邑，嘉政寄循良。远路连秋草，征衫带夕阳。济时公等在，吾欲汎沧浪。"
"九日","金","王元粹","凭高一望客心伤，风景萧条是楚乡。飞雁欲归何处去，幽花还似昔年芳。诗因感物聊成咏，酒为随人强举觞。十载蹉跎身事晚，每逢佳节转凄凉。"
"寿李长源","金","王元粹","匹马短衣看此行，看君谁信是书生。听诗未觉秦川远，倚剑长怀晋水清。一饭见哀韩信耻，千金为寿鲁连轻。壮年休洒新亭泪，且为江山灌巨觥。"
"旅次","金","王元粹","旅次浑无定，生涯亦漫劳。病求方士药，寒忆故人袍。避俗惟黄卷，忘忧但浊醪。柴门多落叶，昨夜朔风高。"
"西山避乱三首 其一","金","王元粹","苍山多回互，四望令人迷。过午日已暖，残雪融为泥。路滑不可进，弱葛愁攀跻。老幼委沟壑，不如犬与鸡。嗷嗷同行子，手中各有携。汲涧为饮食，架木为岩栖。夜半三四惊，翁媪禁儿啼。念我长病母，乱离隔东西。"
"西山避乱三首 其二","金","王元粹","野宿不得晓，飞霜沾敝袍。空山凝寒色，天边星月高。忆昨离鄂城，数家同遁逃。穿林恐相失，前后闻呼号。避乱但欲远，焉知登顿劳。俯临万仞壑，性命轻鸿毛。"
"西山避乱三首 其三","金","王元粹","青青道边麦，知是谁家田。山田固已薄，榛石复相连。旁有破茅屋，日入不见烟。借问旧居者，闻乱已西迁。平生苦沦薄，对此增慨然。甲兵暗宇宙，谁能安一廛。愁忧无从诉，仰面视苍天。伐木南涧底，双鹿过我前。"
"还鄂城旧居","金","王元粹","南风兵尘远，病客返旧居。入门顾西壁，书籍亦无馀。数口共嗷嗷，日事将何如。屋破未暇葺，草满须当锄。昔去季冬末，今来孟夏初。深愧资用绝，时时烦里闾。"
"经废宅","金","王元粹","谁家住宅北山隈，乱后逋人尚未回。惆怅门前是官道，临风一树杏花开。"
"登鄂城寺楼","金","王元粹","乱后行藏岂自由，此身虽在病兼忧。一抔徒积黄泉恨，四壁难为白日谋。数极乾坤见中否，迹随沟壑恐长休。可怜海内干戈满，独对江山倚寺楼。"
"八月二十三日夜走西山","金","王元粹","妇病不能进，儿啼不肯行。苍茫荒野外，北风鼓鼙声。老幼夜中逃，失路入榛荆。月出天欲曙，山头烽火明。邓卒一战溃，敌势遂纵横。昨朝使帖下，主将亦还营。嗷嗷二十载，何时见升平。我生值世乱，世乱难为生。"
"哭李长源","金","王元粹","十月西来始哭君，山中何处有孤坟。以才见杀人皆惜，忤物能全我未闻。李白歌诗堪应诏，陈琳书檄偶从军。穷途无地酬知已，会待升平缉旧文。"
"襄阳七绝句 其一","金","王元粹","江雨初晴江涨发，凉风吹水波浪开。日暮津头闻打鼓，越商巴贾卸船来。"
"襄阳七绝句 其二","金","王元粹","街头鱼米近颇贵，缩项长腰最可珍。江东莼鲈亦何好，能令张翰称达人。"
"襄阳七绝句 其三","金","王元粹","近值丧乱弃中原，南来亦复著南冠。吾家旧井岘山畔，野老谩作北人看。"
"襄阳七绝句 其四","金","王元粹","襄阳城府自古雄，千甍万瓦当晴空。短衣少年何处客，相邀一醉楚楼中。"
"襄阳七绝句 其五","金","王元粹","城东大堤堤上头，何处女郎同出游。紫盖留连不归去，唱歌日暮傍汀洲。"
"襄阳七绝句 其六","金","王元粹","江上小儿誇善没，一日入水知几回。汝曹未有机心在，缘底鸥鸟不飞来。"
"襄阳七绝句 其七","金","王元粹","叹息耆旧不复见，欲问土风谁为陈。羊公遗碑武侯庙，江边酒家说向人。"
"武侯庙","金","王元粹","武侯祠庙南山曲，苔满荒碑不堪读。客子登临又一时，秋色苍苍入乔木。天下不可无奇材，千年精爽安在哉。孤吟裴回不忍去，寒日欲下悲风来。"
"万里","金","王元粹","万里江山动楚吟，异乡风物长年心。孤身转觉乾坤窄，往事空惊岁月深。木落高城初过雁，霜飞幽馆夜闻砧。蹉跎未遂东游计，醉后悲歌泪满襟。"
"醉后","金","王元粹","云自无依鹤自孤，此生谁信有穷途。干戈二十年来客，留得残骸傍酒垆。"
"丹阳东楼","金","王元粹","仙人楼居避蒸湿，东楼缥缈群仙集。风吹高柏影在衣，忽惊满座蛟龙入。日晚留连共一觞，归来如梦海生桑。片云送雨山头黑，傍水低飞燕子忙。"
"东楼雨中七诗 其一","金","王元粹","水边人去燕争泥，风动绿荷香满溪。高树绕楼遮望眼，独看山色过墙西。"
"东楼雨中七诗 其二","金","王元粹","倚楼人看水东流，桥上行人却望楼。零落故宫无觅处，萧萧禾黍满城秋。"
"东楼雨中七诗 其三","金","王元粹","多年苍柏拂檐枝，燕子飞来语向谁。枕簟不妨留客住，满楼风雨下帘时。"
"东楼雨中七诗 其四","金","王元粹","雨入溪楼不见山，雨晴依旧数峰閒。韦郎诗句王维画，好在幽人指顾间。"
"东楼雨中七诗 其五","金","王元粹","庭中野蔓走青蛇，窗外萱葵乱彩霞。云漏斜阳雷渐远，东边飞雨到琼华。"
"东楼雨中七诗 其六","金","王元粹","好风吹袖觉凉生，雨后东溪水面平。无数荷莲看正好，却嫌波底乱蛙鸣。"
"东楼雨中七诗 其七","金","王元粹","沟水清泠树影圆，下楼閒步上楼眠。夜来梦里惊风雨，元是松声到枕边。"
"春日行","金","王郁","春日飞，春野寂，红朋碧友元胎湿。东风著意寒食时，游丝粘人困无力。小铃犊车宴堤沙，凤箫惊落琼英花。荒坟颓颓啼夕鸦，草荒月黑鬼思家。"
"寄远吟","金","王郁","一封征人书，秋帆潇湘岸。当君高楼醉，忆妾空闺叹。"
"阳关曲","金","王郁","城东车马已促装，城西江水青茫茫。绿杨陌上一杯酒，离愁惨淡春无光。秦楼花映晴烟直，谁家少妇当门立。金鞭入手紫燕嘶，回首飞云晚山碧。"
"伤别曲","金","王郁","兰皋飞暗尘，征车纡去辙。长安虽咫尺，回首繁华歇。故人亭下酒，蛾眉眼中血。平生慷慨肠，忽作柔丝结。传闻紫塞傍，秋烽下危堞。班超未投笔，来瑱空嚼铁。谁能金闺中，坐眷娟娟月。"
"长安少年行","金","王郁","新月平康金步莲，青云戚里玉连钱。谁家年少秋风里，梁甫吟成抱剑眠。"
"楚妃怨","金","王郁","凉风绕树秋，长河络天碧。深宫悄无人，月暗莎鸡泣。"
"古别离","金","王郁","山腰露蕙含天泪，江林枫叶秋容醉。夫君八月雁门行，碎霜冷印白龙辔。忆君挑妾初鸣琴，琴中已有白头吟。朝朝暮暮当时事，言之秪足伤人心。君不见湘妃二女哭舜时，烟筠青玉红珠滋。苍梧人去百想绝，忍教今日生离别。生离别，情偏重。不及双飞南浦云，落红寂寂春闺梦。"
"秋夜长","金","王郁","秋风袅袅吹庭树，伤心一叶随风去。叶随风去何所之，似我年年困羁旅。神蟉纡屈泥中蟠，青云未到谁汝怜。愁来不寐起视夜，斗柄斜指西南天。"
"折杨柳","金","王郁","长安二月多绿杨，远信未到龙庭旁。佳人中夜抱影坐，风窗泠泠愁思长。青天无云一镜洁，万户千门音响绝。何人横笛在高楼，玉龙叫彻春江月。"
"游子吟","金","王郁","短日空裴回，流云自来去。茫茫晓野客衣单，白露无声落秋树。"
"阳翟赠李司户国瑞","金","王郁","洛阳赏尽牡丹春，寂寞钧台对夕曛。手折幽兰赠行子，多情惟有李参军。"
"饮密国公诸子家","金","王郁","宣平坊里榆林巷，便是临淄公子家。寂莫画堂豪贵少，时容词客醉琵琶。"
"出塞","金","邢具瞻","楼外青山半夕阳，寒鸦翻墨点林霜。平沙细草三千里，一笛西风人断肠。"
"江天秋晚图","金","王绘","万顷波间踏浪儿，潇湘秋晚趁归时。四山红叶风声健，散入侬家欸乃词。"
"奉使江左读同官萧显之西湖行记因题其后","金","王竞","云烟浓淡费临摹，行记看来即画图。云梦不妨吞八九，笔头滴水了西湖。"
"马嵬道中","金","杜佺","垂柳阴阴水拍堤，春晴茅屋燕争泥。海棠正好东风恶，狼藉残红送马蹄。"
"望瀛台春望","金","边元勋","晴云如困柳如痴，丹杏开残碧草齐。一派望瀛台下水，煖风迟日浴凫鹥。"
"七夕","金","边元勋","高楼人散酒樽空，漫拟新文送五穷。独倚南窗夜岑寂，一钩凉月下疏桐。"
"书呈仲孚","金","李之翰","造物固难量，谁能计寒饿。失马乃为福，梦牛翻作祸。长溪霜练静，脩岭苍龙卧。魂梦吾已安，不劳歌楚些。"
"题密云州学壁","金","李之翰","崎岖到此兴何堪，况复风谣意未谙。旅舍萧条空自遣，胸怀磊落向谁谈。留连暮雨侵疏牖，宛转飞云埽翠岚。因忆林泉归去好，一灯幽梦绕春潭。"
"中京遇因长老","金","李之翰","天涯流落偶生还，古刹相逢语夜阑。叹我归途千里远，喜君禅榻一身安。松声不断风吟细，月影无边露气寒。分手山堂更寥索，冷云衰草伴征鞍。"
"岁暮","金","李之翰","休怪年来白发新，天涯三载困埃尘。偶离沙碛穷阴地，收得桑榆老病身。对雪莫吟秦岭句，拨醅且醉汉江春。此生自断无馀事，何必区区问大钧。"
"题平阴僧寺","金","三兴居士","三吴家近水晶宫，行坐红香绿影中。今日异乡僧寺里，一盆荷叶战西风。"
"出剑门","金","杨兴宗","呕哑鸣橹下长川，万叠青峰只眼前。山鹧啄残红杏粉，杜鹃啼破绿杨烟。梦回蜀栈云千片，醉枕巴江月一船。物色谁分杜陵老，风骚牢落剑南天。"
"甘露寺","金","赵亮功","郑南峰下寺，泉石间疏篁。飞雨度山阁，閒云生野塘。檐前松子落，廚际柏烟香。别后闻钟磬，山阴空夕阳。"
"题安生僧寺","金","贾泳","重来已是五年游，忧患相仍欲白头。翻羡亭亭两奇树，不知风雨过春秋。"
"红梅","金","元日能","天上琼儿白玉肌，吴妆略约更相宜。认桃辨杏由君眼，自有溪风山月知。"
"和高子初梅","金","范墀","春风也自惜流光，只放寒梅一树芳。玉粉更妆前夜雪，口脂犹注昔年香。江湖昨梦谁同记，诗酒风流岂易忘。东阁何郎未全老，花枝休笑鬓丝长。"
"送客","金","王仲通","措足疑无地，扪心幸有天。故人成邂逅，残喘见哀怜。落日惊䰟外，孤云泪眼边。西归万里梦，今夕到君船。"
"寄元真同年","金","韩汝嘉","十年尘土鬓毛斑，杖屦还来踏故山。叶寄残红春尚在，云酣湿翠雨仍悭。不堪倚树追前事，更恐临溪见病颜。一日暂来千日去，何时倦鸟得真还。"
"王右辖许送酒久而不到以诗戏之","金","王启","燕酒名高四海传，兵厨许送已经年。青看竹叶应犹浅，红比榴花恐更鲜。枕上未消司马渴，车前空堕汝阳涎。不如便约开东閤，一看长鲸吸百川。"
"杜鹃","金","晁会","杜宇啼声枕上来，一声哀似一声哀。千哀万怨无今古，唤得行人若个回。"
"游太宁寺","金","王璹","西山踏破万层青，与客携壶上太宁。泉石有情容避俗，轩裳无术可逃形。云萦屋角僧禅静，露下松梢鹤梦醒。明日却寻尘镜去，晓猿啼月若为听。"
"清水寒食感怀","金","李献可","桃花零乱柳成阴，人到春深思更深。芳草戍楼天不尽，异乡寒食故乡心。"
"召还过故关山","金","李献可","过关天日正晴明，谁道山神不世情。远客得归心绪别，陇泷閒作断肠声。"
"佛岩寺","金","魏道明","虎谷西垠北口南，横桥过尽见松庵。旧游新梦犹能记，般若真如得遍参。霜圃撷蔬充早供，石泉煮茗荐馀甘。残年便拟依僧住，过眼空花久已谙。"
"退食","金","魏道明","竿头犊鼻清贫在，梦里槐安旧习空。退食归来澹无事，水边长啸看晴虹。"
"食松子","金","雷思","千岩玉立尽长松，半夜珠玑落雪风。休道东游无所得，岁寒梁栋满胸中。"
"乌子秀自左司员外郎左迁上京幕官","金","王翛","楚山白玉点蝇头，正坐胸中有九流。同部吏郎皆五马，不知山鬼解揶揄。"
"马嵬","金","高有邻","事去君王不奈何，荒坟三尺马嵬坡。归来枉为香囊泣，不道生灵泪更多。"
"还紫云寺素扇且题诗其上","金","宋楫","吴绫便面小团团，信手拈来亦厚颜。障尽驿尘三十里，却还明月紫云间。"
"庭槐","金","宋楫","庭槐先人手所植，再世清阴方满台。惭愧儿孙种桃李，花枝准拟当年开。"
"坐忘女","金","高德裔","结习销来性自圆，去留元不间人天。消摇自是忘形蝶，枯寂宁同委蜕蝉。无碍真空常荡荡，若存馀息尚绵绵。立亡坐脱皆游戏，定力何尝有变迁。"
"杨秘监释迦出山像","金","路仲显","自从此老出山隅，恼乱苍生底事无。他日若逢杨处士，只教画个涅槃图。"
"同新进士吕子成辈宴集状元楼","金","张大节","鹦鹉新班宴杏园，不妨老鹤也乘轩。龙津桥上黄金榜，三见门生是状元。"
"拟古","金","赵悫","春风动地来，依依烧痕青。王孙行不归，离恨何时平。翩翩谁家儿，晓猎开红旌。彫弓插白羽，怒马悬朱缨。围合意气雄，厮养厌庖烹。人生一春草，时至何足荣。君看五陵树，日暮悲风生。"
"蜀山晓发","金","赵悫","晓发蜀山道，山深人自迷。残星数徽小，斜月一梳低。隔舍缲车响，遥林杜宇啼。区区事行役，何日得安栖。"
"寒斋雪中书呈许守","金","赵悫","剪水作花开，纷纷天上来。声清偏傍竹，艳冷欲欺梅。积润滋牟麦，馀膏丐草莱。穷阎休叹息，数日是春回。"
"义师院丛竹","金","郭长倩","南轩移植自西坛，瘦玉亭亭十数竿。得法未应输老柏，植根兼得近幽兰。虽无秾艳包春色，自许贞心老岁寒。百草千花尽零落，请君来向此中看。"
"偶得","金","郭用中","参遍丛林懒出游，指端孤月照高秋。大千界里閒窥掌，不二门中暗点头。埽地烧香聊自遣，栽花种竹尽风流。庄蒙抵死谈齐物，无物齐时也合休。"
"许道宁群峰暮雪","金","赵之杰","道士平生林野人，醉中拈出雪峰真。为君疗却烟霞癖，比似青囊药更神。"
"题济源龙潭寺","金","赵之杰","树围修竹竹围庵，庵下泓然碧一潭。极目荷花半秋色，小横图上看江南。"
"除夜","金","赵之杰","日月不肯留，岁历倏云毕。僧坊见节物，新正在明日。夜半拊枕叹，半百又加七。形骸念念改，膂力能不失。经言男数八，此去才有一。健者未可期，况乃常衰疾。物情忌盈满，君子慎名实。行矣安退閒，吾其保终吉。"
"宿来同堡","金","赵鼎","渭北洮南过却春，穷边冰雪更愁人。来同驿里题诗处，破屋青灯一病身。"
"宿万安寺","金","田特秀","长途鞍马倦黄尘，喜见空岩万叠云。漫漫野烟迷去鸟，萧萧林叶带残曛。苔封老桧龙鳞起，石碍流泉燕尾分。夜敞松窗耿无寐，一庭萝影月纷纷。"
"歌扇","金","赵文昌","媚娘巧作贯珠㗋，画扇团团半掩羞。唱到春山小颦处，一轮明月为花愁。"
"裴氏西园","金","高公振","簿领沉迷倦不禁，偶从名胜此幽寻。竹阴疏处见潭影，人语定时闻鸟音。陈迹谩留千古恨，欢游聊慰十年心。多情一片梁园月，送我垂鞭出上林。"
"石淙","金","张彀","颍水洗馀高士耳，是非犹恐污人牛。区区武媚何为者，水上磨崖纪宴游。"
"漫书","金","宗端修","冷面宜教冷眼看，只惭索米向长安。阴崖何限枯松树，望见屏帏尽牡丹。"
"赠石德固","金","张翰","西湖之月清无尘，橘中之乐犹避秦。向来所见止此耳，渠亦岂是真知津。如君眼孔乃许大，万事付之尘甑堕。儿能诗书又肯播，著脚世间看踏破。青巾玉带桃李花，日斜空望紫云车。布衣谁识隐君子，一马㿉然何处家。"
"再过回公寺","金","张翰","山州风土极边头，二十年中复此游。青鬓已随人事改，碧溪犹绕寺门流。轻寒剪剪侵驼褐，小雪霏霏入蜃楼。为问劳生几时了，不成长抱异乡愁。"
"万宁宫朝回","金","张翰","宿雨初收变晓凉，宫槐恰得几花黄。鹊传喜语留鞘尾，泉打空山辊鞠场。已觉云林非俗境，更从衣袖得天香。太平朝野欢娱在，不到莲塘有底忙。"
"奉使高丽过平州馆","金","张翰","昨日龙泉已自奇，一峰寒翠压檐低。兼并未似平州馆，屋上层峦屋下溪。"
"金郊驿","金","张翰","山馆萧然尔许清，二更枕簟觉秋生。西窗大好吟诗处，听了松声又雨声。"
"邵智夫同游南城","金","李好复","园林晴昼蔚如烟，林外支流尽水田。落日趁墟人已散，鹭鸶飞上渡头船。"
"雨中与客饮","金","李好复","门外平桥一水分，数声渔唱隔溪闻。暖风落絮飘香雪，小雨沾花湿梦云。酿具未甘名长物，诗坛聊欲张吾军。相逢莫惜通宵饮，明日閒身不属君。"
"墨梅","金","杨邦基","粉蝶如知合断魂，啼妆先自怨黄昏。花光笔底春风老，寂莫岭南烟雨痕。"
"广平道中","金","吕子羽","风色著黧面，霜华侵老须。昏埃埋故驿，积雪缟脩途。冻岫新诗句，寒林古画图。夜寒孤月上，天地一冰壶。"
"宿章义广胜寺","金","吕子羽","小邑本无事，我来劳简书。路长频问马，人静厌烹鱼。钟冷僧参外，灯残客梦馀。此心谁领会，松月夜窗虚。"
"至日","金","吕子羽","岁晏多风雪，官閒深屋庐。小诗穷则变，美酒数斯疏。未草归田赋，空翻引睡书。窗明添眼力，已觉日光舒。"
"李白醉归图","金","吕子羽","春风醉袖玉山颓，落魄长安酒肆回。忙煞中官寻不得，沉香亭北牡丹开。"
"军中寄亲旧","金","赵文昌","军中从事鬓丝垂，把钓江湖与愿违。红叶关河为客久，黄花时节寄书归。霜天不尽孤云远，秋意无聊一雁飞。乡社故人应念我，岂知南望更依依。"
"临终二诗 其一","金","韩玉","客自朝那戍，东过古郑原。衰年会凶运，奇祸发流言。白骨将为土，青蝇且在樊。仰呼天外恨，沉思地中冤。母丧半途鬼，儿孤千里䰟。此心终不灭，有路诉天阍。"
"临终二诗 其二","金","韩玉","天下无双士，军中有一韩。才名两相累，世道一何艰。旅次穷冬暮，囚孤永夜寒。身亡家亦破，巢覆卵宁完。矍铄鞍仍在，惊呼铗屡弹。丈夫忠义耳，无惜感歌还。"
"题神霄宫清心轩","金","王扩","纷纷百虑自心生，方寸清来百虑平。未了此心私自笑，更忧时世欲澄清。"
"蜡梅二首 其一","金","赵伯成","冻蕾含香蜡点匀，古来幽谷有佳人。诗家只怨和羹晚，不道红梅别是春。"
"蜡梅二首 其二","金","赵伯成","冷艳疏香寂莫滨，欲持何物向时人。东风自是清狂手，办作竹篱茅舍春。"
"元弟以所业见投赋诗为赠","金","赵伯成","耆旧隔存殁，为君重叹嗟。人门得嵇绍，文赋见张华。夙有凌云笔，方乘犯斗槎。忘年即吾友，未可论通家。"
"江天暮雪图","金","梁仲新","南雪不到地，霏霏满竹楼。沙河灯市里，春在木绵裘。"
"閒咏","金","卢元","天近苍龙阙，居连白马堂。松声得邻舍，山色出宫墙。巷陋轮蹄少，庭閒日月长。九衢红雾里，亦有白云乡。"
"纸鸢","金","石抹世绩（一首","鸱鸢雕鹗谁雌雄，假手成形本自同。果物戏人人戏物，为风乘我我乘风。扶摇漫拟层霄上，高下都归半纸中。儿辈呶呶方伫目，岂知天外有冥鸿。"
"赠韶山退堂聪和尚","金","范中","郎当舞袖少年场，线索机关似郭郎。今日棚前閒袖手，却从鼓笛看人忙。"
"呈同官崔伯善李顺之","金","赵思文","睡起松阴鸟雀哗，忽惊霜果堕檐牙。简书迫促全疏酒，眼力眵昏只费茶。不学道人餐柏叶，却随举子踏槐花。提衡文字非吾事，崔李风流有故家。"
"侯相浪溪岁寒堂","金","赵思文","静中台榭隔红尘，水色山光日日新。不用沿溪种松竹，主人元是岁寒人。"
"捕蝗感草虫有作二首 其一","金","赵思文","虽是形模不苦争，汝能伤稼我能鸣。谁知竟有长平祸，玉石填来共一坑。"
"捕蝗感草虫有作二首 其二","金","赵思文","草虫悲咽不能言，乱逐螟蝗瘗古原。水底痴龙正贪睡，瓮中蝎虎更衔冤。"
"嵩山承天谷又云逍遥谷","金","赵思文","烟霞直上逍遥谷，路转山腰咫尺迷。已觉洞天分圣境，更疑石磴是仙梯。霜添红叶黄花好，天与金壶玉柱齐。醉倚西风正南望，暮云烟草一时低。"
"吊同年杨礼部之美","金","赵思文","海内文章选，人中道德师。争教衰病足，不到凤皇池。"
"留别","金","李芳","禄食愧踰量，智困念归愚。符竹恒为累，幸及引年初。驱马国西门，初服返田庐。金闺富才彦，绝足駃高衢。眷我谢朝迹，冠盖宠归途。归途岂不荣，顾瞻亦踟蹰。煌煌丹山凤，览德萃清都。行人得栖止，老鹤青天孤。石楼俯清伊，旁有野人居。傥逢经过便，山水足相娱。"
"零口早行","金","刘昂","马上兀残梦，沉沉天向晨。行云如妒月，古道不逢人。野旷耕声远，山高露气新。哦诗无好语，聊尔一吟呻。"
"读三国志二首 其一","金","刘昂","虎视鲸吞卒未休，一时人物尽风流。妇翁正得黄承彦，儿子当如孙仲谋。乳臭蒙孙真寄坐，齿寒邻国莫分忧。阿瞒狐媚无多罪，谁作桓文得到头。"
"读三国志二首 其二","金","刘昂","泣汉遗黎血未乾，繁昌新筑受终坛。天球宝鼎私臧获，坎井拗堂局凤鸾。地易主宾穷赤壁，势成螳雀事乌丸。陈言衮衮令人厌，枉就输棋覆旧槃。"
"雪中同周臣内翰赋二首 其一","金","王仲元","天上端花散不收，温温叶气浃皇州。横溪月澹梅宜腊，平野风閒麦有秋。清兴雅高东武会，孤吟谁似灞陵游。西山玉立三千丈，好句都输赵倚楼。"
"雪中同周臣内翰赋二首 其二 雪","金","王仲元","初稀时拂拂，稍密自纷纷。老树晓迷月，瘦峰寒帖云。色从空际得，声向静中闻。客枕清无梦，哦诗彻夜分。"
"赠青柯平隐者","金","王仲元","太华神明观，青柯小有天。大哉霄壤内，无此弟昆贤。齐物三千行，栖云二百年。初平初起后，又得两臞仙。"
"白沟","金","卢洵","白沟清浅不容舟，辽宋封疆限此沟。到了山河无定主，碧波依旧只东流。"
"渭水","金","刁白","渭水秋天白，骊山晚照红。行人迷古道，老马识新丰。霜雪满归鬓，乾坤犹转蓬。愁来成独酌，醉袖障西风。"
"物质","金","刁白","物质方圆定，营营止自疲。鹤凫伤断续，鹏鴳失高卑。巧宦多成拙，徐行未必迟。可怜筝上雁，来往听人移。"
"送花","金","刁白","纵横诗酒少年曾，老矣追欢谢不能。种出好花无用处，东邻乞与坐禅僧。"
"寄陈正叔雷希颜","金","刘光谦","东南形胜古徐州，人物休评第几流。落落陈雷天下士，故应连榻卧黄楼。"
"题崞县郝子玉此君轩","金","毛端卿","桂林名姓一枝新，万竹青青德有邻。渭上风烟分别派，山阳诗酒属閒人。心期已到冰霜窟，眼界不知花柳尘。萱背从今看辉映，嫩香新粉四时春。"
"按部南阳有赠","金","康锡","鲁山佳政沾邻邑，白水欢谣见路人。县务清谈君自了，农郊夙驾我何勤。星河直上冰轮转，桃李前头玉树春。海㝢疲民望他日，草堂那得遽移文。"
"叔能见过","金","张德直","度岭千峰阔，沿溪一径微。山寒花发晚，村迥客来稀。强饮酬佳节，悲歌送夕晖。平生爱欢聚，衰病与心违。"
"雨后","金","冯辰","东风花外锦鸠啼，唤起西山雨一犁。绿满蔬畦人不到，桔槔閒立夕阳低。"
"过华州","金","王世昌","拔地三峰冷翠微，落岩飞瀑喷珠玑。吟鞭落托骑驴过，战刃韬藏牧马归。十丈玉莲秋不谢，半楞掌月昼还飞。地灵人杰无遗逸，未分蟠螭老布衣。"
"方城东寺海棠","金","王世昌","苦茝如针草有芒，桃花轻薄絮颠狂。少陵例有诗沾丐，只枉无言到海棠。"
"读公孙?传","金","李过庭","古来好客数平津，我道真龙未必真。一个仲舒容不得，不知开閤为何人。"
"牧牛图","金","田锡","干戈扰扰遍中州，挽粟车行似水流。何日承平如画里，短蓑长笛一川秋。"
"故县别业","金","田锡","九折驱车梦易惊，一廛老计喜初成。园蔬不借将军地，宅券何劳宰相名。山入平檐供远翠，水环钓石得深清。漫郎聱叟琦玕子，谁悟他生与此生。"
"读天宝遗事","金","张介","不但昨非今亦非，上皇骑马泪沾衣。曲江死后无忠谏，却忆词人秋雁飞。"
"终南溪","金","庞汉","冷云低压万长杨，十顷秋阴锁北堂。门外兵尘涨秦楚，水边烟景似湖湘。荷翻山雨僧窗晚，竹汎溪风客枕凉。早晚初平遂真隐，绕陂閒牧石头羊。"
"河阴望河朔感寓一首","金","宋景萧","南来边报日骎骎，思禹亭高泪满襟。野烧为谁留白草，荒城空自隔疏林。雁声不断天连水，山色无情古又今。离合兴亡只如此，往年争识少陵心。"
"春雪用上官明之韵","金","宋景萧","啑啑春虫闹扑窗，地炉茶鼎蚓声长。诗中有味清于酒，只欠冰梢数点香。"
"还家三首 其一","金","李天翼","幽花杂草满城头，华屋唯残土一丘。乡社旧人何处在，语音强半是陈州。"
"还家三首 其二","金","李天翼","牡丹树下影堂前，几醉春风谷雨天。二十六年浑一梦，堂空树老我华颠。"
"还家三首 其三","金","李天翼","殊音异服不相亲，独倚荒城泪满巾。秪有青山淡相对，似怜我是此乡人。"
"积雨","金","张澄","积雨生顽痹，新晴意自怡。幽花依小径，野蔓媚疏篱。发少从梳懒，年衰与杖宜。腐儒惭用拙，粝食复何辞。"
"和林秋日感怀寄张丈御史二首 其一","金","张澄","塞草枯黄秋未残，北风裘褐日生寒。田园政忆遂初赋，冰雪莫吟行路难。囊颖露锥徒自苦，蒯缑有剑秪空弹。南窗明暖无尘到，惭愧高人老鹖冠。"
"和林秋日感怀寄张丈御史二首 其二","金","张澄","别家六见月牙新，万里风霜老病身。块坐毡庐心悄悄，远怀茅屋梦频频。瓜田无取终成谤，市虎相传久是真。乡国归程应岁暮，火炉煨栗话情亲。"
"辊马图","金","张澄","飞堑乘城力亦优，不应伏枥便垂头。而今世上无良乐，兀兀黄尘辊得休。"
"春柳应制得城字","金","刘微","翠纽圆匀绿线轻，著行排立弄新晴。更看三月春风里，散作飞花满凤城。"
"送同舍张耀卿补掾中台","金","郭宣道","摩云头角看昂藏，意外升沉岂易量。取士皆知有科举，进身初不在文章。关心雁塔功名晚，试手乌台岁月忙。此去一官先有路，独怜灯火夜窗凉。"
"下第","金","张仲宣","主司头恼旧冬烘，更著书郎骨相穷。晓赋得官何足道，直须遮马困吴融。"
"戏题石鹿蜂猴画卷","金","张仲宣","横槊将军马足尘，判花学士笔头春。功名果属丹青手，造物如何戏得人。"
"阙题","金","胡汲","休笑参军靴不袜，休嗟门客食无鱼。燕鸿来去端谁使，鹏鴳逍遥本自如。潦倒渊明三径菊，荒唐惠子五车书。古人淡里求真味，身外纷华不羡渠。"
"黄叶行送祖唐臣归柘县","金","王修龄","送君黄叶山，黄叶纷不埽。上有萧萧之风树，下有漫漫之衰草。山中黄叶行复青，髀肉一消人自老。酒尽意不尽，执手临古道。古道连延走锦襄，锦襄日暮浮云翔。一灯孤馆相思处，寒雁一声秋夜长。"
"三河道中","金","王枢","十载归来对故山，山光依旧白云閒。不须更读元通偈，始信人间是梦间。"
"暮春","金","赵晦","压枝梅子半青黄，叶底残红雨褪香。翠钿舞风榆落荚，绿针浮水稻抽秧。酒浓犹觉春酲困，睡美方便午梦长。苦被啼莺诉花老，挥毫聊作送春忙。"
"立春后十日登楼","金","王世赏","今日登楼眼，风烟倍觉新。溪梅初破萼，屋雪半融银。雁外天逾碧，鸥边水自春。儿曹应见笑，吟望独伤神。"
"春雪","金","王世赏","只谓春天暖，宁知雪霰飞。龙蛇且深蛰，花柳不胜威。糁糁凌风细，纷纷带雨稀。谁当问穹昊，生杀果何机。"
"探梅","金","王世赏","候得南枝破玉腮，心颜今日为君开。细看苔径无行迹，先赏应输我独来。"
"称善斋","金","王世赏","宦途驰逐只堪羞，何意须封万户侯。平日少游真可念，绝胜辛苦驻壶头。"
"西子放瓢图","金","靖天民","髻鬟萧飒苧萝秋，千古香溪水自流。吴越兵争竟何得，风流输与五湖舟。"
